FG time = 3612	BG time = 500.47
5	0	0
15	0	0
25	0.000276855	0
35	0.000553709	0
45	0.00553709	0
55	0.0274086	0.00199812
65	0.0728128	0.00599436
75	0.129014	0.00399624
85	0.142303	0.00599436
95	0.162791	0.0119887
105	0.178848	0.00199812
115	0.196844	0.00599436
125	0.214009	0.0099906
135	0.200443	0.00599436
145	0.218992	0.00399624
155	0.224806	0.0119887
165	0.234496	0.00399624
175	0.242525	0.00599436
185	0.246124	0
195	0.247785	0.00399624
205	0.244739	0
215	0.263842	0.00799248
225	0.264673	0.00399624
235	0.25969	0
245	0.270764	0
255	0.251661	0.00599436
265	0.240863	0.00199812
275	0.257752	0
285	0.22619	0
295	0.251107	0.00199812
305	0.237818	0.00399624
315	0.222868	0
325	0.236988	0
335	0.233942	0
345	0.238926	0.00199812
355	0.23062	0.00199812
365	0.223145	0
375	0.216777	0.00199812
385	0.217885	0.00199812
395	0.205703	0
405	0.204596	0
415	0.188815	0.00199812
425	0.197397	0.00199812
435	0.178294	0.00199812
445	0.17248	0.00199812
455	0.192137	0.00199812
465	0.170819	0
475	0.168604	0.00199812
485	0.14258	0
495	0.156146	0.00199812
505	0.146456	0.00799248
515	0.139812	0.00199812
525	0.132336	0.00199812
535	0.123754	0
545	0.112957	0.00199812
555	0.115725	0.00199812
565	0.108804	0.00199812
575	0.105758	0
585	0.0966223	0.00199812
595	0.0919157	0
605	0.0802878	0.00199812
615	0.0708748	0.00399624
625	0.0711516	0
635	0.0650608	0
645	0.0575858	0
655	0.0506644	0
665	0.0423588	0.00399624
675	0.0426356	0
685	0.0365448	0
695	0.0370985	0
705	0.0254706	0.00399624
715	0.0257475	0.00199812
725	0.0213178	0.00599436
735	0.0182724	0.00199812
745	0.017165	0.00199812
755	0.0124585	0
765	0.00996677	0.00199812
775	0.00968991	0.00399624
785	0.0091362	0
795	0.00775193	0.00399624
805	0.00636766	0.00399624
815	0.0030454	0
825	0.00332226	0.00399624
835	0.00387596	0.00599436
845	0.00276855	0
855	0.00193798	0
865	0.00276855	0.00199812
875	0.00193798	0
885	0.00332226	0
895	0.000553709	0
905	0.000276855	0
915	0.00193798	0.00399624
925	0.00193798	0.00399624
935	0.00249169	0.00399624
945	0.00249169	0
955	0.00193798	0
965	0.00332226	0
975	0.00332226	0.00199812
985	0.00166113	0.00199812
995	0.0030454	0.00399624
1005	0.00166113	0
1015	0.00221484	0
1025	0.000553709	0.00199812
1035	0.000553709	0
1045	0.00193798	0.00199812
1055	0.00166113	0.00199812
1065	0.00249169	0
1075	0.00138427	0.00199812
1085	0.00138427	0
1095	0.00166113	0
1105	0.00138427	0
1115	0.00138427	0
1125	0.00193798	0
1135	0.00249169	0
1145	0.00193798	0
1155	0.00193798	0.00199812
1165	0.000553709	0
1175	0.00221484	0.00199812
1185	0.00193798	0.00799248
1195	0.00110742	0.00199812
