FG time = 3604.69	BG time = 789.872
5	0	0
15	0	0
25	0	0
35	0	0
45	0.000277417	0
55	0.00749025	0.00253206
65	0.0335674	0.0113943
75	0.0840573	0.0113943
85	0.119844	0.0139263
95	0.133992	0.0113943
105	0.153411	0.00379809
115	0.15896	0.00759617
125	0.159515	0.00253206
135	0.188643	0.00759617
145	0.190863	0.00633014
155	0.194469	0.00633014
165	0.205011	0.00126603
175	0.203346	0.00253206
185	0.20723	0.00759617
195	0.206121	0.00379809
205	0.206121	0.00759617
215	0.228869	0.00759617
225	0.219991	0.00506411
235	0.20945	0.00253206
245	0.214443	0.00633014
255	0.214166	0.00506411
265	0.211946	0.00379809
275	0.210282	0.00253206
285	0.21694	0.00126603
295	0.213056	0.00126603
305	0.213611	0.00126603
315	0.195579	0.00379809
325	0.197798	0.00126603
335	0.197243	0.00379809
345	0.201682	0.00253206
355	0.191695	0.00126603
365	0.201959	0.00253206
375	0.193637	0.00126603
385	0.180043	0.00633014
395	0.173385	0.00253206
405	0.180598	0.00126603
415	0.165895	0.00126603
425	0.157295	0.00126603
435	0.168669	0.00506411
445	0.153689	0.00379809
455	0.143424	0.00379809
465	0.156186	0.00379809
475	0.13205	0.00506411
485	0.133437	0.00126603
495	0.136212	0.00759617
505	0.131773	0.00253206
515	0.109302	0
525	0.0984829	0.00253206
535	0.09987	0.00379809
545	0.100425	0
555	0.0984829	0.00633014
565	0.0823928	0.00253206
575	0.0846121	0.00126603
585	0.0771218	0.00253206
595	0.0660252	0.00379809
605	0.0651929	0.00379809
615	0.0577027	0
625	0.0524318	0.00379809
635	0.0474383	0.00126603
645	0.0460512	0.00126603
655	0.0413351	0.00253206
665	0.0346771	0.00506411
675	0.0274643	0.00253206
685	0.029961	0.00379809
695	0.0235804	0
705	0.0238578	0.00633014
715	0.0191418	0.00253206
725	0.016645	0.00379809
735	0.0116515	0.00126603
745	0.0113741	0.00253206
755	0.0108193	0.00126603
765	0.00776767	0.00126603
775	0.006658	0.00506411
785	0.00610317	0.00126603
795	0.00638058	0
805	0.00416125	0
815	0.00388383	0.00506411
825	0.003329	0.00253206
835	0.003329	0.00126603
845	0.00443867	0.00253206
855	0.00416125	0
865	0.00305158	0.00379809
875	0.00221933	0.00506411
885	0.00277417	0.00506411
895	0.00388383	0.00253206
905	0.00194192	0.00379809
915	0.0049935	0.00379809
925	0.00360642	0.00253206
935	0.00416125	0.00759617
945	0.00221933	0.00253206
955	0.00138708	0.00126603
965	0.00305158	0.00506411
975	0.00249675	0.00253206
985	0.00249675	0.00253206
995	0.00249675	0.00379809
1005	0.00277417	0
1015	0.00194192	0.00506411
1025	0.00221933	0.00253206
1035	0.0016645	0
1045	0.00194192	0.00126603
1055	0.00221933	0.00253206
1065	0.00221933	0
1075	0.00221933	0.00253206
1085	0.00249675	0.00379809
1095	0.00277417	0.00253206
1105	0.00110967	0.00126603
1115	0.00416125	0.00126603
1125	0.00221933	0.00253206
1135	0.003329	0.00253206
1145	0.00110967	0.00379809
1155	0.00277417	0.00126603
1165	0.00305158	0.00126603
1175	0.003329	0.00253206
1185	0.00249675	0.00379809
1195	0.00360642	0.00126603
