0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0
1.71585  0.262542  0.441568  0.322167  0.706931  0.424487  1.68635  0.477456
1.74722  0.322061  0.506035  0.286351  0.748744  0.454966  1.72412  0.529808
1.67504  0.391787  0.536615  0.465146  0.794174  0.503759  1.5902  0.614722
1.44035  0.45635  0.571387  0.710814  0.800099  0.655957  1.438  0.697307
1.03503  0.502378  0.585765  1.13629  0.797354  0.91586  1.09017  0.758125
0.595043  0.487649  0.611867  1.60568  0.781723  1.23037  0.784781  0.829581
0.377717  0.507047  0.587964  1.83829  0.677636  1.31337  0.670484  0.819983
0.268255  0.49361  0.510889  1.92283  0.609743  1.29539  0.687416  0.754235
0.272976  0.400037  0.435341  1.71764  0.523428  0.0679273  0.700649  0.692561
0.107236  0  0.0265635  0.472739  1.55798  4.44215  2.92948  2.85404
0  0  0  0  0  0  0  0
1.82756  0.237125  0.494064  0.359354  0.685432  0.486941  1.7708  0.489176
1.87663  0.389575  0.527851  0.44881  0.77513  0.547688  1.72104  0.613726
1.77464  0.544992  0.583394  0.662753  0.821106  0.679291  1.60368  0.714195
1.50591  0.616475  0.61004  0.925768  0.806397  0.828205  1.42901  0.777728
1.10473  0.611487  0.65952  1.2485  0.812398  1.06494  1.20769  0.805035
0.787711  0.58971  0.62907  1.53473  0.789801  1.29435  0.925883  0.839342
0.549401  0.562405  0.629947  1.78575  0.722288  1.41402  0.774576  0.876394
0.409854  0.544607  0.540313  1.9014  0.6485  1.3977  0.759603  0.855441
0.395329  0.484428  0.462417  1.81516  0.566804  1.28783  0.792299  0.763116
0.330621  -71.4348  0.406339  -1.51288  0.466008  0.772519  0.926187  0.546116
0  0  0  0  0  0  0  0
1.78456  0.323586  0.542664  0.411237  0.747021  0.567667  1.74792  0.60531
1.78728  0.570366  0.557524  0.552534  0.785764  0.668777  1.59622  0.763546
1.6567  0.70927  0.624188  0.728399  0.828663  0.766521  1.51463  0.811365
1.50518  0.806872  0.683116  1.03027  0.859187  0.961314  1.36581  0.892987
1.1608  0.761129  0.739599  1.24101  0.882572  1.13376  1.17712  0.881527
0.892931  0.688372  0.790258  1.47513  0.864604  1.32688  0.980609  0.868102
0.675174  0.627904  0.753348  1.65463  0.803963  1.45994  0.824439  0.89411
0.524003  0.573513  0.670917  1.79824  0.687026  1.43322  0.803208  0.898513
0.469095  0.507982  0.517317  1.78987  0.59767  1.30937  0.879188  0.83963
0.438182  0.427214  0.437193  1.75768  0.499107  1.16859  0.829118  0.736977
0  0  0  0  0  0  0  0
1.46864  0.617812  0.541266  0.5069  0.755652  0.65851  1.5161  0.818397
1.5562  0.859692  0.603646  0.628681  0.77354  0.726275  1.43594  0.9712
1.4755  0.955513  0.680865  0.75362  0.863185  0.854045  1.36954  1.05776
1.38744  0.911649  0.720324  0.96758  0.874899  0.969587  1.2369  1.03477
1.13137  0.828416  0.852406  1.13622  0.951734  1.09836  1.12462  0.95026
0.942171  0.736201  0.930459  1.36641  0.980127  1.25675  1.01085  0.903016
0.734445  0.677735  0.9177  1.51506  0.971268  1.34084  0.868064  0.8859
0.574903  0.569422  0.885533  1.63168  0.859907  1.29624  0.821679  0.848747
0.53588  0.475533  0.723216  1.5739  0.720862  1.24467  0.911446  0.797284
0.495233  0.418438  0.486072  1.58523  0.563383  1.21602  0.868477  0.738538
0  0  0  0  0  0  0  0
1.03952  1.05669  0.560951  0.48265  0.746837  0.693855  1.17153  1.22858
1.23265  1.18664  0.648739  0.605229  0.796155  0.751474  1.19063  1.21721
1.19806  1.19056  0.742829  0.710813  0.833005  0.824965  1.17326  1.24948
1.17354  1.14501  0.848865  0.861586  0.935004  0.915917  1.13773  1.1359
1  1  1  1  1  1  1  1
0.857  0.81306  1.12477  1.16968  1.11473  1.09589  0.937403  0.945889
0.757188  0.702635  1.24823  1.23645  1.20249  1.11128  0.905414  0.852391
0.652753  0.543795  1.22633  1.23576  1.15406  1.05202  0.857615  0.813242
0.603739  0.437915  1.14155  1.11028  1.07407  0.866154  0.976543  0.772382
0.534017  0.374947  0.982975  0.914729  0.946124  0.807403  0.881675  0.707929
0  0  0  0  0  0  0  0
0.577146  1.39456  0.561036  0.441602  0.703245  0.691481  0.843485  1.58231
0.851587  1.51468  0.664621  0.588785  0.781867  0.752626  0.976161  1.51788
0.960337  1.45569  0.802444  0.660386  0.874645  0.812565  1.0265  1.47115
0.93483  1.26913  0.983865  0.725155  0.968428  0.842944  1.0041  1.29208
0.873645  1.10547  1.17783  0.81003  1.15101  0.904881  0.948728  1.13212
0.770955  0.853244  1.31628  0.905266  1.28033  0.936637  0.926367  0.946482
0.713756  0.669915  1.45568  0.896121  1.41653  0.907409  0.926569  0.830568
0.650659  0.50259  1.58075  0.802321  1.42615  0.734545  0.949285  0.7664
0.626149  0.384007  1.58573  0.487276  1.43146  0.545326  0.980641  0.744521
0.490588  0.316528  1.68111  0.279759  1.3412  0.465783  0.907485  0.66793
0  0  0  0  0  0  0  0
0.393569  1.6751  0.548012  0.460334  0.705185  0.706403  0.694222  1.6735
0.548845  1.62051  0.598609  0.55008  0.753625  0.7675  0.813498  1.64204
0.679915  1.54798  0.744113  0.587291  0.834305  0.773358  0.845175  1.52862
0.75259  1.3936  1.01879  0.638414  0.976846  0.796843  0.890097  1.33413
0.758986  1.15941  1.28647  0.69688  1.19952  0.800177  0.903593  1.11791
0.710926  0.84004  1.59904  0.691508  1.36166  0.784113  0.914261  0.933007
0.69269  0.576845  1.77085  0.59068  1.59304  0.702016  0.957562  0.747093
0.660031  0.416052  1.87047  0.403649  1.6166  0.556502  0.99074  0.688231
0.573153  0.322329  1.85689  0.293591  1.61907  0.479947  0.96029  0.669415
0.45291  0.265749  1.73617  0.183144  1.40363  0.421454  0.874571  0.620254
0  0  0  0  0  0  0  0
0.285805  1.66808  0.463988  0.394589  0.633248  0.698363  0.637481  1.6585
0.415237  1.61592  0.552175  0.480456  0.650332  0.758099  0.730999  1.59326
0.533843  1.52977  0.669088  0.550371  0.743024  0.786792  0.787728  1.55107
0.637276  1.41076  0.976996  0.539269  0.893898  0.754999  0.844579  1.29592
0.635631  1.02177  1.35697  0.527574  1.15737  0.735905  0.861292  1.04629
0.701658  0.635076  1.74692  0.500325  1.40415  0.686482  0.944783  0.785463
0.668356  0.380597  1.93736  0.368376  1.57241  0.568987  1.0109  0.61362
0.638258  0.306477  1.99796  0.283268  1.67141  0.506472  0.967175  0.620266
0.564813  0.257343  1.94526  0.207621  1.49176  0.467138  0.934909  0.609534
0.291579  0.266679  0.380812  0.156428  0.881544  0.350296  0.482374  0.291071
0  0  0  0  0  0  0  0
0.274212  1.3402  0.389387  0.243348  0.566819  0.672165  0.738179  1.25401
0.34671  1.4464  0.498633  0.42137  0.589129  0.726493  0.757688  1.46171
0.498449  1.37965  0.479721  0.49004  0.606625  0.731811  0.827087  1.36039
0.576341  1.28891  0.741811  0.44179  0.752155  0.71454  0.907811  1.21858
0.646207  0.847237  1.27951  0.412974  1.08519  0.680425  0.979317  0.862443
0.654556  0.371174  1.77552  0.351087  1.27827  0.61025  1.00313  0.585602
0.614468  0.261058  1.95461  0.287451  1.49852  0.558762  0.962676  0.547363
0.532631  0.220877  1.90768  0.205162  1.57428  0.503435  0.910445  0.551968
-0.343114  0.215845  1.71372  0.249663  1.41808  0.433096  0.915803  0.63785
0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0
0.385532  2.38768  -25.3384  -26.7136  0.466524  0.454285  0.483043  -5.97353
0.480936  1.11827  0.397159  0.385607  0.508398  0.665625  0.801393  1.19248
0.501212  1.23188  0.487651  0.309791  0.616559  0.668079  0.887636  1.1169
0.499129  0.598496  1.08509  0.26689  0.989462  0.583287  0.926113  0.656337
0.511153  0.235431  1.71526  0.22093  1.25038  0.555234  0.909605  0.513215
0.467086  0.215302  1.88069  0.257182  1.15532  0.503612  0.841254  0.505564
0.378455  0.155374  -3.01184  0.278564  0.909028  0.416718  0.991494  0.484226
7.70279  7.01281  12.5645  11.0427  0  0  0  0
0.0583015  0.239748  0.189011  0.770912  0  0  0  0
