5	1	1
15	1	1
25	1	1
35	1	1
45	1	1
55	-0.128209	0.0580011
65	-0.231746	0.092336
75	4.77592	21.4635
85	-1.1344	0.766192
95	-1.85941	1.5304
105	-1.26131	0.573592
115	-3.71253	4.1734
125	-1.84672	0.908516
135	-2.97692	2.11303
145	-3.33252	2.39226
155	-12.0541	28.9625
165	-8.59332	13.6749
175	23.0191	92.6249
185	-16.6966	46.6585
195	-5.47993	4.81236
205	-6.23372	5.98041
215	3.99896	2.38876
225	47.4497	330.941
235	21.7506	68.3593
245	14.8287	31.4608
255	4.21086	2.50348
265	2.79281	1.10392
275	2.71926	1.04352
285	1.8308	0.474925
295	1.72923	0.42769
305	5.42291	4.23017
315	1.83518	0.492378
325	3.5065	1.81871
335	3.57953	1.92263
345	2.11176	0.677705
355	1.85183	0.535297
365	2.48359	0.978088
375	2.57144	1.06339
385	1.68613	0.469791
395	0.940074	0.150832
405	1.09753	0.209582
415	1.51104	0.40799
425	1.80116	0.59534
435	1.83991	0.636343
445	7.38348	10.491
455	2.21661	0.976475
465	2.14617	0.941412
475	1.06757	0.242145
485	2.86829	1.77717
495	1.9153	0.826667
505	1.06221	0.260334
515	1.42153	0.481123
525	1.25496	0.393461
535	1.49883	0.575113
545	1.12593	0.334782
555	0.932717	0.240181
565	1.19079	0.399893
575	4.39775	5.69703
585	1.08941	0.364738
595	0.902089	0.263294
605	1.49838	0.753839
615	0.970463	0.337735
625	1.93156	1.36821
635	2.72708	2.91133
645	-6.2532	15.9531
655	0.994011	0.424761
665	1.69793	1.30923
675	0.746157	0.267726
685	1.72177	1.52399
695	1.22444	0.802389
705	2.62619	4.04061
715	1.53321	1.5051
725	0.866028	0.480414
735	-3.90219	10.8439
745	0.740397	0.427455
755	1.13675	1.10274
765	6.47912	38.7598
775	0.697859	0.515163
785	3.00998	10.1257
795	1.27319	2.03784
805	0.837999	0.956481
815	0.403867	0.269211
825	-0.430958	0.39861
835	1	1
845	0.24174	0.145559
855	1	1
865	1	1
875	1	1
885	1	1
895	1	1
905	1	1
915	1	1
925	1	1
935	1	1
945	1	1
955	1	1
965	1	1
975	1	1
985	1	1
995	1	1
1005	1	1
1015	1	1
1025	1	1
1035	1	1
1045	1	1
1055	1	1
1065	1	1
1075	1	1
1085	1	1
1095	1	1
1105	1	1
1115	1	1
1125	1	1
1135	1	1
1145	1	1
1155	1	1
1165	1	1
1175	1	1
1185	1	1
1195	1	1
