5	0	0	0	0
15	0	0	0	0
25	0	0	0	0
35	8.41795e-05	8.41795e-05	0.00235703	0.000445436
45	0.00168359	0.000376462	0.00883885	0.000862583
55	0.00572421	0.000694162	0.017341	0.0012082
65	0.0119535	0.00100311	0.0201189	0.00130138
75	0.0129636	0.00104464	0.0176777	0.00121988
85	0.0134687	0.0010648	0.0177619	0.00122278
95	0.0106066	0.000944913	0.0137213	0.00107473
105	0.0111117	0.000967149	0.0148998	0.00111994
115	0.00934393	0.000886886	0.0106908	0.000948655
125	0.00850213	0.000845994	0.0115326	0.000985296
135	0.00968065	0.000902725	0.0100174	0.00091829
145	0.006566	0.000743453	0.0101015	0.000922141
155	0.00715526	0.000776097	0.00934393	0.000886886
165	0.00665018	0.000748204	0.00774452	0.000807422
175	0.00580839	0.000699248	0.00766034	0.000803022
185	0.00564003	0.000689039	0.00690272	0.000762278
195	0.00471405	0.000629942	0.00757616	0.000798597
205	0.00471405	0.000629942	0.00681854	0.000757616
215	0.00446152	0.000612836	0.00648182	0.000738672
225	0.00446152	0.000612836	0.00622929	0.00072414
235	0.00395644	0.000577106	0.00614511	0.00071923
245	0.003283	0.000525701	0.00589257	0.000704296
255	0.00429316	0.000601162	0.00673436	0.000752925
265	0.00260957	0.000468692	0.00572421	0.000694162
275	0.00361972	0.000552002	0.00614511	0.00071923
285	0.00244121	0.000453321	0.00496659	0.000646595
295	0.00269374	0.000476191	0.00572421	0.000694162
305	0.00378808	0.000564693	0.00572421	0.000694162
315	0.00269374	0.000476191	0.00496659	0.000646595
325	0.00235703	0.000445436	0.00446152	0.000612836
335	0.0028621	0.000490847	0.00446152	0.000612836
345	0.00294628	0.000498013	0.00479823	0.000635542
355	0.00202031	0.000412394	0.00361972	0.000552002
365	0.00244121	0.000453321	0.00336718	0.000532398
375	0.00260957	0.000468692	0.00387226	0.000570933
385	0.00235703	0.000445436	0.0037039	0.000558384
395	0.00260957	0.000468692	0.00404062	0.000583213
405	0.00235703	0.000445436	0.00488241	0.000641092
415	0.00151523	0.000357143	0.00505077	0.000652052
425	0.00277792	0.000483575	0.0041248	0.000589257
435	0.00252539	0.00046107	0.00361972	0.000552002
445	0.00176777	0.000385759	0.00521913	0.00066283
455	0.00202031	0.000412394	0.00387226	0.000570933
465	0.00269374	0.000476191	0.0028621	0.000490847
475	0.00244121	0.000453321	0.00345136	0.000539012
485	0.00176777	0.000385759	0.00294628	0.000498013
495	0.00235703	0.000445436	0.00345136	0.000539012
505	0.00244121	0.000453321	0.0028621	0.000490847
515	0.00252539	0.00046107	0.00387226	0.000570933
525	0.00176777	0.000385759	0.00303046	0.000505077
535	0.00202031	0.000412394	0.00429316	0.000601162
545	0.00210449	0.000420898	0.00513495	0.000657463
555	0.00294628	0.000498013	0.0037039	0.000558384
565	0.00235703	0.000445436	0.00353554	0.000545546
575	0.00311464	0.000512044	0.00420898	0.000595239
585	0.00210449	0.000420898	0.003283	0.000525701
595	0.00218867	0.000429233	0.00361972	0.000552002
605	0.00269374	0.000476191	0.00345136	0.000539012
615	0.00269374	0.000476191	0.0037039	0.000558384
625	0.00227285	0.00043741	0.00361972	0.000552002
635	0.00319882	0.000518917	0.00437734	0.000607027
645	0.00336718	0.000532398	0.00387226	0.000570933
655	0.0028621	0.000490847	0.0037039	0.000558384
665	0.00260957	0.000468692	0.00404062	0.000583213
675	0.00303046	0.000505077	0.00260957	0.000468692
685	0.00260957	0.000468692	0.00294628	0.000498013
695	0.00244121	0.000453321	0.00303046	0.000505077
705	0.00252539	0.00046107	0.0041248	0.000589257
715	0.00269374	0.000476191	0.0037039	0.000558384
725	0.00345136	0.000539012	0.00521913	0.00066283
735	0.00353554	0.000545546	0.00387226	0.000570933
745	0.003283	0.000525701	0.00429316	0.000601162
755	0.00319882	0.000518917	0.00429316	0.000601162
765	0.00193613	0.000403711	0.00294628	0.000498013
775	0.00252539	0.00046107	0.00336718	0.000532398
785	0.00244121	0.000453321	0.0028621	0.000490847
795	0.00260957	0.000468692	0.00277792	0.000483575
805	0.00227285	0.00043741	0.00420898	0.000595239
815	0.00277792	0.000483575	0.0037039	0.000558384
825	0.00294628	0.000498013	0.00404062	0.000583213
835	0.00193613	0.000403711	0.00395644	0.000577106
845	0.00252539	0.00046107	0.003283	0.000525701
855	0.00336718	0.000532398	0.00303046	0.000505077
865	0.00235703	0.000445436	0.00345136	0.000539012
875	0.00235703	0.000445436	0.00395644	0.000577106
885	0.00244121	0.000453321	0.00395644	0.000577106
895	0.00244121	0.000453321	0.0037039	0.000558384
905	0.00294628	0.000498013	0.003283	0.000525701
915	0.00378808	0.000564693	0.00294628	0.000498013
925	0.00210449	0.000420898	0.00294628	0.000498013
935	0.00244121	0.000453321	0.00260957	0.000468692
945	0.00294628	0.000498013	0.003283	0.000525701
955	0.00185195	0.000394837	0.003283	0.000525701
965	0.00185195	0.000394837	0.00345136	0.000539012
975	0.00185195	0.000394837	0.00378808	0.000564693
985	0.00210449	0.000420898	0.00303046	0.000505077
995	0.00168359	0.000376462	0.00294628	0.000498013
1005	0.00303046	0.000505077	0.00319882	0.000518917
1015	0.00227285	0.00043741	0.00235703	0.000445436
1025	0.00252539	0.00046107	0.00252539	0.00046107
1035	0.00218867	0.000429233	0.00353554	0.000545546
1045	0.00235703	0.000445436	0.003283	0.000525701
1055	0.00176777	0.000385759	0.00303046	0.000505077
1065	0.00193613	0.000403711	0.00378808	0.000564693
1075	0.00176777	0.000385759	0.00277792	0.000483575
1085	0.00260957	0.000468692	0.00210449	0.000420898
1095	0.00168359	0.000376462	0.00227285	0.00043741
1105	0.00260957	0.000468692	0.00244121	0.000453321
1115	0.00202031	0.000412394	0.00193613	0.000403711
1125	0.00168359	0.000376462	0.00227285	0.00043741
1135	0.00168359	0.000376462	0.00185195	0.000394837
1145	0.00227285	0.00043741	0.00227285	0.00043741
1155	0.00134687	0.000336718	0.00294628	0.000498013
1165	0.00244121	0.000453321	0.00311464	0.000512044
1175	0.00176777	0.000385759	0.0028621	0.000490847
1185	0.00235703	0.000445436	0.00185195	0.000394837
1195	0.00193613	0.000403711	0.0028621	0.000490847
