totalTime	113964.785
totalTimeE	113934.142
totalTimeW	114166.284
5		0		0		0		0
15		0		0		0		0
25		0		0		0		0
35		6		2.44948974		95		9.74679434
45		65		8.06225775		494		22.2261108
55		411		20.2731349		903		30.0499584
65		1141		33.7786915		1158		34.0293991
75		1651		40.6324993		1213		34.8281495
85		1655		40.6816912		1164		34.1174442
95		1467		38.301436		1058		32.5269119
105		1319		36.3180396		984		31.3687743
115		1107		33.2716095		820		28.6356421
125		1069		32.6955654		722		26.8700577
135		898		29.9666481		664		25.7681975
145		816		28.5657137		689		26.2488095
155		710		26.6458252		634		25.1793566
165		706		26.5706605		532		23.0651252
175		623		24.9599679		498		22.3159136
185		564		23.7486842		453		21.2837967
195		522		22.8473193		454		21.3072758
205		507		22.5166605		458		21.4009346
215		474		21.7715411		388		19.6977156
225		451		21.2367606		366		19.1311265
235		439		20.9523268		382		19.5448203
245		391		19.7737199		392		19.7989899
255		414		20.3469899		368		19.1833261
265		386		19.6468827		383		19.5703858
275		386		19.6468827		354		18.8148877
285		355		18.8414437		308		17.5499288
295		356		18.8679623		335		18.3030052
305		345		18.5741756		312		17.6635217
315		346		18.6010752		292		17.0880075
325		335		18.3030052		289		17
335		320		17.8885438		305		17.4642492
345		338		18.3847763		292		17.0880075
355		291		17.0587221		290		17.0293864
365		282		16.7928556		255		15.9687194
375		310		17.6068169		261		16.1554944
385		285		16.881943		224		14.9666295
395		324		18		221		14.8660687
405		288		16.9705627		254		15.9373775
415		226		15.0332964		228		15.0996689
425		270		16.4316767		235		15.3297097
435		254		15.9373775		216		14.6969385
445		235		15.3297097		231		15.1986842
455		238		15.4272486		234		15.2970585
465		263		16.2172747		220		14.832397
475		240		15.4919334		213		14.5945195
485		232		15.2315462		219		14.7986486
495		239		15.4596248		219		14.7986486
505		253		15.9059737		211		14.525839
515		238		15.4272486		244		15.6204994
525		245		15.6524758		216		14.6969385
535		245		15.6524758		257		16.0312195
545		256		16		238		15.4272486
555		300		17.3205081		206		14.3527001
565		283		16.8226038		218		14.7648231
575		259		16.0934769		216		14.6969385
585		273		16.5227116		219		14.7986486
595		270		16.4316767		228		15.0996689
605		322		17.9443584		190		13.7840488
615		278		16.673332		204		14.2828569
625		322		17.9443584		222		14.8996644
635		304		17.4355958		240		15.4919334
645		283		16.8226038		207		14.3874946
655		299		17.2916165		217		14.7309199
665		327		18.0831413		232		15.2315462
675		364		19.078784		235		15.3297097
685		298		17.2626765		225		15
695		337		18.3575598		211		14.525839
705		344		18.547237		226		15.0332964
715		345		18.5741756		209		14.4568323
725		344		18.547237		238		15.4272486
735		334		18.2756669		227		15.0665192
745		307		17.5214155		235		15.3297097
755		312		17.6635217		242		15.5563492
765		322		17.9443584		245		15.6524758
775		336		18.3303028		231		15.1986842
785		305		17.4642492		217		14.7309199
795		321		17.9164729		222		14.8996644
805		288		16.9705627		208		14.4222051
815		301		17.3493516		219		14.7986486
825		283		16.8226038		235		15.3297097
835		318		17.8325545		224		14.9666295
845		310		17.6068169		262		16.1864141
855		308		17.5499288		211		14.525839
865		272		16.4924225		236		15.3622915
875		289		17		246		15.6843871
885		282		16.7928556		207		14.3874946
895		297		17.2336879		233		15.2643375
905		290		17.0293864		229		15.132746
915		278		16.673332		221		14.8660687
925		293		17.1172428		230		15.1657509
935		280		16.7332005		193		13.892444
945		300		17.3205081		220		14.832397
955		247		15.7162336		219		14.7986486
965		266		16.3095064		216		14.6969385
975		271		16.4620776		228		15.0996689
985		280		16.7332005		223		14.9331845
995		263		16.2172747		227		15.0665192
1005		259		16.0934769		227		15.0665192
1015		256		16		224		14.9666295
1025		265		16.2788206		203		14.2478068
1035		244		15.6204994		233		15.2643375
1045		248		15.7480157		234		15.2970585
1055		228		15.0996689		196		14
1065		231		15.1986842		201		14.1774469
1075		249		15.7797338		210		14.4913767
1085		249		15.7797338		205		14.3178211
1095		252		15.8745079		202		14.2126704
1105		227		15.0665192		225		15
1115		219		14.7986486		189		13.7477271
1125		218		14.7648231		197		14.0356688
1135		244		15.6204994		193		13.892444
1145		240		15.4919334		221		14.8660687
1155		191		13.820275		193		13.892444
1165		230		15.1657509		219		14.7986486
1175		235		15.3297097		216		14.6969385
1185		256		16		211		14.525839
1195		222		14.8996644		198		14.0712473
