17871 Ce 78.4477 77.8678
17872 Ce 77.4405 79.1961
17873 Ce 78.1571 79.1892
17873 Sn 310.093 314.336
17874 Ce 78.7236 79.9224
17874 Sn 311.449 315.394
17875 Ce 79.1593 79.7321
17875 Sn 310.985 315.382
17876 Ce 77.6057 80.2689
17876 Sn 309.938 315.384
17876 Bi1 917.483 921.961
17876 Bi2 436.012 437.548
17877 Ce 75.5573 79.5582
17877 Sn 307.75 316.229
17877 Bi1 916.737 921.523
17877 Bi2 437.474 436.136
17878 Sn 306.598 316.263
17878 Bi1 918.656 922.583
17878 Bi2 435.196 437.975
17879 Sn 301.863 316.1
17879 Bi1 916.957 922.932
17879 Bi2 434.813 437.139
17880 Bi1 914.446 922.871
17880 Bi2 434.611 436.88
17881 Bi1 911.853 923.402
17881 Bi2 432.877 435.843
17887 Bi1 911.644 922.889
17887 Bi2 432.668 437.527
17888 Bi1 915.169 922.866
17888 Bi2 434.324 438.532
17889 Sn 303.933 316.755
17889 Bi1 916.726 923.088
17889 Bi2 435.013 436.962
17890 Sn 306.22 317.392
17890 Bi1 917.774 923.284
17890 Bi2 435.024 425.409
17892 Ce 75.7569 79.0285
17892 Sn 308.487 316.169
17892 Bi1 918.188 921.649
17892 Bi2 434.209 437.468
17893 Ce 77.6698 80.7116
17893 Sn 308.938 316.478
17893 Bi1 916.848 923.444
17893 Bi2 434.155 436.996
17894 Ce 77.9963 79.6411
17894 Sn 310.661 355.108
17894 Bi1 916.963 921.07
17894 Bi2 433.495 439.325
17895 Ce 78.2754 80.0335
17895 Sn 310.695 315.505
17896 Ce 78.7105 79.6437
17896 Sn 309.556 314.7
17897 Ce 78.18 78.6544
17898 Ce 77.932 78.399
17899 Ce 78.3483 78.4898
17900 Ce 78.9164 79.1053
17901 Ce 77.9963 79.3059
17901 Sn 310.404 315.2
17902 Ce 78.376 80.1405
17902 Sn 310.562 315.848
17903 Ce 78.2647 80.2911
17903 Sn 310.05 315.735
17903 Bi1 917.032 921.737
17903 Bi2 433.192 435.632
17904 Ce 76.5667 80.1175
17904 Sn 309.783 316.243
17904 Bi1 918.453 922.27
17904 Bi2 433.414 436.298
17905 Sn 307.378 316.13
17905 Bi1 918.563 922.93
17905 Bi2 435.485 438.252
17906 Sn 303.958 316.081
17906 Bi1 917.68 923.52
17906 Bi2 435.195 436.576
17907 Sn 300.057 316.065
17907 Bi1 916.097 923.065
17907 Bi2 434.935 436.112
17908 Bi1 912.412 922.973
17908 Bi2 431.205 436.449
17909 Bi1 907.072 922.157
17909 Bi2 431.293 437.559
17913 Bi1 912.737 922.797
17913 Bi2 432.157 436.16
17914 Bi1 915.883 923.341
17914 Bi2 433.575 435.771
17915 Sn 303.571 360.8
17915 Bi1 917.097 922.543
17915 Bi2 437.138 438.375
17916 Sn 306.989 316.441
17916 Bi1 919.026 923.656
17916 Bi2 436.382 435.458
17917 Ce 76.7594 80.1147
17917 Sn 309.243 316.287
17917 Bi1 918.494 922.251
17917 Bi2 435.264 436.545
17918 Ce 78.7428 80.4221
17918 Sn 310.238 315.506
17918 Bi1 918.005 922.159
17918 Bi2 434.852 437.003
17919 Ce 77.581 80.4341
17919 Sn 311.545 314.974
17920 Ce 78.1039 79.4988
17920 Sn 309.146 315.161
17921 Ce 78.353 79.1356
17922 Ce 78.5267 78.3444
