18745 Ce 122.673 25.3106 121.953 26.5571
18746 Ce 123.043 24.1565 122.946 25.451
18747 Ce 122.81 23.8208 122.633 25.0042
18747 Sn 362.448 39.1277 362.674 37.7153
18748 Ce 122.431 24.1486 122.531 24.7515
18748 Sn 362.644 37.4611 362.989 36.7736
18750 Ce 123.509 24.4006 122.481 24.8077
18750 Sn 362.561 37.2511 363.125 35.9923
18750 Bi1 983.577 69.5233 983.666 67.3777
18750 Bi2 489.018 51.8268 488.813 50.9177
18751 Ce 123.479 24.3352 123.116 23.9505
18751 Sn 362.137 36.6663 362.627 36.0376
18751 Bi1 984.083 67.8154 983.382 67.103
18751 Bi2 488.737 49.5045 487.619 48.4818
18752 Sn 362.535 36.8204 362.94 35.6003
18752 Bi1 984.178 68.1641 983.543 66.4113
18752 Bi2 488.056 49.3009 488.185 48.3913
18753 Sn 362.313 37.7853 362.805 36.4741
18753 Bi1 983.834 66.6125 984.046 64.737
18753 Bi2 487.682 49.5456 488.061 49.8288
18754 Bi1 984.177 66.5027 983.961 65.8889
18754 Bi2 487.555 48.7317 488.959 49.13
18755 Bi1 984.012 68.7233 984.129 66.0635
18755 Bi2 487.738 49.8109 487.852 49.2015
18759 In 171.706 31.432 179.459 30.5248
18760 In 179.922 29.5941 171.919 30.658
18761 In 172.136 29.9829 179.706 30.1676
18762 In 179.987 29.6023 172.455 29.6462
18763 In 172.55 29.7229 180.19 28.9453
18764 In 179.911 29.3927 172.686 29.5721
18765 In 172.074 29.9515 180.008 29.8
