18617 Ce 0.327473 0.450434 0.502073 0.299117 0.436948 0.3002 0.397192 0.346657 
18618 Ce 0.328284 0.50828 0.512825 0.335757 0.475482 0.321953 0.351359 0.398557 
18619 Ce 0.323102 0.430359 0.430734 0.330386 0.405088 0.326428 0.323153 0.36488 
18619 Sn 0.362677 0.530015 0.542608 0.352005 0.496413 0.314776 0.393604 0.367181 
18620 Ce 0.309067 0.364098 0.339554 0.359008 0.342202 0.347172 0.29764 0.331817 
18620 Sn 0.342409 0.551902 0.506138 0.364944 0.48431 0.321077 0.352066 0.394806 
18621 Ce 0.389748 0.37059 0.352431 0.455074 0.389677 0.435011 0.388116 0.366697 
18621 Sn 0.428957 0.622467 0.578912 0.47608 0.524232 0.415548 0.413381 0.491149 
18622 Ce 0.289102 0.254356 0.254986 0.405228 0.259118 0.348688 0.288203 0.266297 
18622 Sn 0.341995 0.433789 0.422173 0.400065 0.390608 0.357292 0.328035 0.353937 
18622 Bi1 0.242449 0.374305 0.37735 0.256947 0.333289 0.226442 0.256262 0.264375 
18622 Bi2 0.43174 0.694495 0.680975 0.477778 0.605954 0.405665 0.456317 0.474869 
18623 Ce 0.252928 0.287385 0.265003 0.519103 0.275705 0.391318 0.291058 0.284746 
18623 Sn 0.390434 0.457116 0.43951 0.555893 0.425821 0.465583 0.374038 0.385918 
18623 Bi1 0.282467 0.420941 0.426378 0.321738 0.387468 0.273108 0.28703 0.313413 
18623 Bi2 0.504492 0.797134 0.770772 0.576521 0.70892 0.490945 0.517874 0.552131 
18624 Sn 0.462663 0.505413 0.45479 0.688369 0.440346 0.548401 0.44781 0.436747 
18624 Bi1 0.344068 0.479804 0.452788 0.424859 0.428155 0.362778 0.334895 0.377976 
18624 Bi2 0.616089 0.909573 0.806606 0.759765 0.78988 0.654781 0.610213 0.670675 
18625 Sn 0.424444 0.451458 0.402331 0.69585 0.410819 0.547381 0.413655 0.439534 
18625 Bi1 0.36519 0.465162 0.410763 0.466975 0.386152 0.401497 0.347279 0.356516 
18625 Bi2 0.664765 0.905876 0.732006 0.831145 0.691247 0.731154 0.631944 0.647253 
18626 Bi1 0.389498 0.479991 0.382756 0.544136 0.363657 0.460156 0.375191 0.37317 
18626 Bi2 0.696607 0.963112 0.699293 1.00365 0.665168 0.836145 0.66054 0.664697 
18627 Bi1 0.329844 0.448566 0.329859 0.517003 0.308969 0.419384 0.330018 0.32529 
18627 Bi2 0.592953 0.965417 0.620263 0.955669 0.57869 0.816394 0.611649 0.605832 
18631 In 0.182434 0.267099 0.257825 0.157569 0.190558 0.126606 0.161916 0.15005 
18632 In 0.165081 0.259005 0.254509 0.163517 0.186451 0.130431 0.136984 0.154994 
18633 In 0.200161 0.278333 0.251768 0.213726 0.192775 0.157713 0.152096 0.175172 
18634 In 0.167602 0.19548 0.196658 0.191249 0.233616 0.20371 0.185219 0.189378 
18635 In 0.177351 0.182555 0.180658 0.223211 0.14119 0.163117 0.134067 0.129728 
18636 In 0.153392 0.149482 0.129241 0.225359 0.172148 0.225183 0.181793 0.163395 
18637 In 0.175698 0.175235 0.155552 0.288612 0.141067 0.188165 0.140702 0.146049 
