17517 Ce 79.2669 77.6809
17518 Ce 79.3103 78.7727
17519 Ce 79.0863 79.7562
17519 Sn 311.662 314.102
17520 Ce 77.984 79.7153
17520 Sn 312.768 314.615
17521 Ce 77.7935 79.8702
17521 Sn 313.268 315.135
17521 Bi1 918.593 921.646
17521 Bi2 434.242 437.539
17522 Ce 77.7468 79.9435
17522 Sn 310.674 315.664
17522 Bi1 921.025 922.199
17522 Bi2 435.388 434.837
17523 Ce 76.6878 79.1172
17523 Sn 310.615 316.102
17523 Bi1 921.026 923.103
17523 Bi2 439.239 435.405
17524 Sn 306.162 316.609
17525 Sn 301.827 315.488
17525 Bi1 917.788 923.057
17525 Bi2 434.894 436.416
17526 Bi1 915.046 922.288
17526 Bi2 434.937 436.783
17527 Bi1 913.671 922.017
17527 Bi2 433.481 434.717
