Ce 17871 -1.44 -4.358
Ce 17872 -2.065 -6.9
Ce 17873 0.634 -2.678
Sn 17873 -0.657 -3.206
Ce 17874 -0.029 -2.266
Sn 17874 0.836 -0.859
Ce 17875 -0.227 -1.057
Sn 17875 1.124 3.096
Ce 17876 -2.195 0.298
Sn 17876 0.67 1.102
Bi1 17876 -0.841 -4.911
Bi2 17876 0.408 -5.995
Ce 17877 -1.952 -1.991
Sn 17877 -1.022 0.26
Bi1 17877 -0.094 -8.095
Bi2 17877 -0.855 -6.826
Sn 17878 -1.288 2.803
Bi1 17878 -1.334 -3.02
Bi2 17878 -1.925 -5.928
Sn 17879 0.026 0.422
Bi1 17879 -0.64 -0.165
Bi2 17879 -1.254 -1.987
Bi1 17880 2.388 1.734
Bi2 17880 0.109 -0.98
Bi1 17881 -3.213 2.864
Bi2 17881 -4.04 1.658
Bi1 17887 0.797 0.956
Bi2 17887 -1.311 -0.471
Bi1 17888 5.038 1.57
Bi2 17888 2.011 2.128
Sn 17889 3.754 3.226
Bi1 17889 1.944 0.667
Bi2 17889 1.633 -0.219
Sn 17890 2.855 4.741
Bi1 17890 0.296 1.576
Bi2 17890 0.163 0.208
Ce 17892 -2.957 1.6
Sn 17892 2.312 2.425
Bi1 17892 2.676 -8.487
Bi2 17892 -0.523 -4.373
Ce 17893 -2.493 0.737
Sn 17893 -2.597 3.814
Bi1 17893 -1.469 -5.572
Bi2 17893 -1.925 -4.809
Ce 17894 -2.069 -0.896
Sn 17894 2.595 2.469
Bi1 17894 -14.754 -6.774
Bi2 17894 -9.331 0.125
Ce 17895 -2.479 -2.222
Sn 17895 0.594 -1.84
Ce 17896 -1.767 -1.634
Sn 17896 -2.098 -3.602
Ce 17897 -1.83 -1.841
Ce 17898 -1.243 -4
Ce 17899 -2.607 -4.04
Ce 17900 -2.175 -1.739
Ce 17901 -1.824 -1.436
Sn 17901 -0.357 -1.334
Ce 17902 -2.384 0.482
Sn 17902 2.55 0.184
Ce 17903 -0.048 0.627
Sn 17903 1.188 4.841
Bi1 17903 -4.701 -6.44
Bi2 17903 -2.803 -4.754
Ce 17904 -1.599 2.447
Sn 17904 2.123 -0.333
Bi1 17904 2.384 -8.512
Bi2 17904 -1.515 -5.283
Sn 17905 4.697 3.042
Bi1 17905 0.847 3.581
Bi2 17905 -3.346 2.716
Sn 17906 0.05 3.518
Bi1 17906 1.214 -1.925
Bi2 17906 -0.676 -2.527
Sn 17907 -7.435 -3.149
Bi1 17907 4.612 1.772
Bi2 17907 0.447 0.1
Bi1 17908 -6.416 1.345
Bi2 17908 -6.221 0.884
Bi1 17909 -12.552 -12.343
Bi2 17909 -10.11 -7.196
Bi1 17913 -3.047 1.028
Bi2 17913 -4.344 -0.43
Bi1 17914 1.578 0.031
Bi2 17914 -2.002 -2.361
Sn 17915 -2.468 2.041
Bi1 17915 -1.09 -0.248
Bi2 17915 -1.973 -2.637
Sn 17916 1.103 2.587
Bi1 17916 -2.175 -3.298
Bi2 17916 -3.158 -3.965
Ce 17917 -0.991 0.012
Sn 17917 -1.289 0.878
Bi1 17917 -2.593 -8.894
Bi2 17917 -2.285 -7.48
Ce 17918 1.062 -0.601
Sn 17918 -0.121 2.917
Bi1 17918 -4.746 -9.357
Bi2 17918 -3.342 -4.751
Ce 17919 -2.087 -1.127
Sn 17919 1.684 -0.601
Ce 17920 -0.897 -1.75
Sn 17920 -0.2 0.042
Ce 17921 -0.936 -3.137
Ce 17922 -2.158 -4.522
