17359 Ce 0.48894 73.5474 
17360 Ce 1.76761 71.8569 
17361 Ce 84.9401 75.1391 
17364 Ce 85.6952 76.0308 
17368 Ce 1.67619 82.2623 
17368 Sn 324.03 321.224 
17368 Bi1 900.555 909.49 
17368 Bi2 435.576 435.591 
17369 Ce 84.7158 79.4335 
17369 Sn 319.429 317.524 
17370 Ce 0.000121022 78.8818 
17370 Sn 313.111 321.728 
17370 Bi1 901.945 903.859 
17370 Bi2 438.177 430.615 
17371 Ce 0.246425 79.1936 
17371 Sn 322.876 329.685 
17371 Bi1 900.675 928.135 
17371 Bi2 440.082 441.489 
17372 Sn 334.472 325.54 
17372 Bi1 928.579 940.878 
17372 Bi2 446.707 446.683 
17373 Bi1 970.225 937.288 
17373 Bi2 462.299 446.871 
17374 Bi1 943.274 946.175 
17374 Bi2 458.273 448.287 
17375 Sn 324.668 328.03 
17375 Bi1 914.317 927.487 
17375 Bi2 439.323 442.815 
17376 Ce 0.315748 79.7621 
17376 Sn 319.84 319.118 
17377 Ce 0.673529 74.3569 
17378 Ce 0.817091 77.1815 
17379 Ce 85.8585 77.3446 
17380 Ce 82.8965 80.1806 
17380 Sn 318.133 315.717 
17381 Ce 0.190376 78.8149 
17381 Sn 315.898 317.869 
17382 Ce 0.0916273 78.6657 
17382 Sn 314.872 318.46 
17382 Bi1 902.915 901.604 
17382 Bi2 437.309 432.824 
17383 Ce 0.129271 79.3474 
17383 Sn 322.077 324.566 
17383 Bi1 893.786 912.7 
17383 Bi2 430.585 433.414 
17384 Sn 320.452 329.329 
17384 Bi1 904.972 935.081 
17384 Bi2 443.485 443.377 
17385 Sn 332.37 324.367 
17385 Bi1 917.783 922.015 
17385 Bi2 445.693 438.444 
17386 Bi1 933.267 946.748 
17386 Bi2 454.995 448.227 
17387 Bi1 951.014 945.018 
17387 Bi2 458.863 450.019 
