18745 Ce 82.28 79.3678 
18746 Ce 85.1374 76.7989 
18747 Ce 84.2122 75.7803 
18747 Sn 316.843 326.384 
18748 Ce 82.9831 79.0219 
18748 Sn 318.913 313.192 
18749 Ce 82.5595 79.877 
18749 Sn 318.871 315.923 
18749 Bi1 911.925 906.867 
18749 Bi2 431.959 434.639 
18750 Ce 82.5389 80.4848 
18750 Sn 318.583 320.826 
18750 Bi1 915.492 918.931 
18750 Bi2 430.776 432.425 
18751 Ce 85.8166 80.7448 
18751 Sn 319.693 323.175 
18751 Bi1 916.483 922.697 
18751 Bi2 438.87 440.322 
18752 Sn 318.645 321.839 
18752 Bi1 917.773 932.016 
18752 Bi2 437.301 441.911 
18753 Sn 317.086 328.769 
18753 Bi1 924.692 930.558 
18753 Bi2 444.048 445.267 
18754 Bi1 924.368 937.135 
18754 Bi2 432.316 441.826 
18755 Bi1 924.577 946.274 
18755 Bi2 439.23 445.297 
18759 In 121.841 132.239 
18760 In 132.547 121.862 
18761 In 124.468 130.382 
18762 In 132.073 124.027 
18763 In 122.942 129.595 
18764 In 129.65 123.892 
18765 In 122.302 133.003 
