22767 Bi1 916.194 931.818 910.713 928.53 917.379 874.492 932.46 871.715
22767 Bi2 454.464 813.626 452.424 434.091 461.944 430.525 471.368 417.318
22768 Bi1 908.051 910.029 915.582 942.604 916.136 908.06 920.488 922.238
22768 Bi2 450.186 448.608 458.077 451.364 462.366 446.688 455.365 465.06
22769 Bi1 918.118 924.423 915.778 952.666 914.141 926.53 929.315 927.382
22769 Ce 85.6659 83.3552 85.1461 83.0415 86.608 77.5156 89.1656 75.5252
22769 Bi2 454.634 459.413 457.915 462.242 459.028 462.347 463.709 474.466
22770 Bi1 915.397 902.89 904.503 951.323 918.75 905.333 907.615 906.222
22770 Ce 81.9595 83.2236 85.5944 79.1942 85.7105 82.4846 87.6271 85.2087
22770 Bi2 457.589 433.904 443.181 464.359 461.743 447.697 447.645 457.842
22771 Bi1 911.228 905.907 929.813 915.365 916.946 920.522 913.526 911.508
22771 Ce 81.8723 82.9267 83.8143 78.9017 85.1868 85.4403 86.6352 87.429
22771 Sn 311.813 311.404 316.828 294.271 323.931 296.483 327.391 307.019
22771 Bi2 459.915 439.529 460.811 445.792 454.825 456.616 461.178 457.149
22772 Bi1 929.291 906.985 899.814 902.371 913.826 913.354 919.102 889.144
22772 Ce 83.0085 77.6228 82.0818 74.1805 83.6971 83.8634 84.0567 82.1931
22772 Sn 314.656 317.541 318.59 304.109 317.614 307.56 310.23 320.008
22772 Bi2 466.575 440.979 440.56 442.36 448.036 458.192 460.288 446.112
22773 Bi1 877.044 870.083 875.406 896.469 921.761 908.457 917.143 863.905
22773 Ce 81.8936 78.4135 83.1562 71.9292 84.3896 86.3505 86.2193 78.8072
22773 Sn 311.536 315.835 317.763 318.405 321.341 317.621 316.728 325.95
22773 Bi2 411.553 409.482 426.741 437.112 456.234 453.378 450.566 426.922
22774 Ce 85.8763 75.5285 80.7212 74.1949 86.7868 86.8767 86.335 78.3869
22774 Sn 318.054 315.3 318.459 315.067 320.483 316.04 310.178 321.802
22776 Ce 78.9732 69.1639 76.8611 73.3316 89.9905 89.3532 89.6954 74.4679
22776 Sn 316.74 314.861 321.123 305.073 314.272 321.818 321.909 316.06
22777 Sn 323.858 304.867 308.219 304.247 309.325 318.591 324.496 316.352
22778 Sn 312.227 294.491 298.197 303.369 311.147 319.32 320.363 301.526
22785 In 124.361 125.657 128.935 116.239 121.873 113.313 123.817 114.574
22786 In 116.731 120.756 123.075 109.46 129.137 125.131 125.821 131.357
22787 In 123.824 128.545 129.744 118.477 121.619 121.981 121.84 124.772
22788 In 118.017 116.868 121.121 109.83 127.045 130.526 124.864 131.19
22789 In 125.064 121.705 129.314 116.07 117.29 125.329 121.422 119.42
22790 In 120.872 111.235 115.971 111.066 125.621 132.651 129.425 126.66
22791 In 120.627 112.051 118.717 117.514 120.121 126.108 123.312 112.504
