21274 In 170.89 30.6117 180.377 27.9903
21275 In 171.023 30.6197 180.359 27.8434
21276 In 171.294 30.4619 180.273 27.9893
21277 In 171.051 30.6194 180.267 27.9119
21278 In 171.152 30.6266 180.3 27.9261
21279 In 170.946 30.5766 180.355 27.911
21280 In 171.001 30.5609 180.262 28.1558
21281 In 171.092 30.6821 180.245 28.0156
21282 In 171.018 30.6025 180.345 27.978
21283 In 170.949 30.6402 180.334 27.9912
21284 In 170.988 30.7762 180.406 28.1635
21285 In 170.971 30.6435 180.376 27.9511
21286 In 171.126 30.5801 180.269 28.0507
21287 In 171.097 30.6124 180.394 27.9476
21288 In 171.13 30.4474 180.429 28.048
21289 In 171.092 30.758 180.274 27.9944
21290 In 171.045 30.6631 180.32 28.029
21291 In 170.927 30.6501 180.177 28.1419
21292 In 171.138 30.6083 180.287 27.9655
21293 In 171.074 30.5859 180.422 27.9515
21294 In 170.902 30.8113 180.319 28.0257
21295 In 171.065 30.6256 180.302 27.9615
21296 In 170.939 30.5488 180.291 27.9379
21297 In 171.083 30.5616 180.277 28.0701
21303 In 170.892 31.6911 180.209 28.2519
21304 In 178.795 30.6392 172.403 28.6471
21305 In 170.973 30.8077 180.568 27.706
21306 In 178.551 31.0212 172.911 27.6889
21307 In 170.638 31.7236 180.852 27.0092
21308 In 178.004 32.7776 172.986 27.2786
21309 In 169.643 34.8047 180.424 27.6451
21311 Sn 370.356 37.8644 371.712 32.897
21312 Sn 370.694 36.9433 371.652 32.9555
21313 Sn 371.357 36.6239 371.619 32.218
21313 Ce 130.136 24.5289 131.466 22.5493
21314 Sn 371.029 37.8862 371.452 32.5014
21314 Ce 130.294 24.3797 131.542 22.7767
21315 Sn 370.814 37.9392 371.747 31.277
21315 Ce 130.528 24.7182 131.616 22.2098
21315 Bi1 990.503 69.6312 992.644 63.4387
21315 Bi2 498.961 60.8994 496.938 53.2524
21316 Sn 370.393 39.8233 371.777 31.0387
21316 Ce 129.759 24.8736 131.285 22.2887
21316 Bi1 989.831 67.3125 993.528 62.529
21316 Bi2 498.934 57.8169 498.73 55.7693
21317 Sn 369.008 44.5322 371.76 31.9863
21317 Ce 129.957 25.6874 131.587 21.0981
21317 Bi1 990.969 66.8639 993.507 61.2614
21317 Bi2 498.985 59.0432 497.084 53.3142
21318 Ce 129.602 26.124 131.165 21.5872
21318 Bi1 990.534 69.6276 993.067 61.7535
21318 Bi2 498.738 61.3847 497.123 52.8516
21319 Ce 127.777 28.628 131.299 21.2945
21319 Bi1 990.319 70.5767 992.931 59.8116
21319 Bi2 498.268 58.677 498.403 51.0978
21320 Bi1 989.538 74.1706 992.671 60.2442
21320 Bi2 498.943 63.7805 498.452 53.9679
21321 Bi1 990.126 78.9288 992.253 60.7548
21321 Bi2 497.842 66.6746 498.061 53.6254
21323 Sn 370.326 40.2259 371.851 30.7863
21323 Ce 129.94 24.7527 131.379 22.33
21323 Bi1 990.167 68.2268 993.085 62.0555
21323 Bi2 498.909 60.3636 497.387 52.8819
21324 Sn 370.337 40.4882 371.964 31.1997
21324 Ce 130.086 25.1887 131.697 22.0677
21324 Bi1 990.295 68.2386 992.545 63.0065
21324 Bi2 499.351 58.6305 496.385 53.4631
21325 Sn 370.091 40.4488 371.824 31.1842
21325 Ce 130.329 25.0057 131.419 22.2076
21325 Bi1 990.252 67.5475 992.996 62.1316
21325 Bi2 499.7 58.3281 496.119 54.1521
21326 Sn 370.321 39.9034 372.03 30.9029
21326 Ce 129.804 25.6767 131.152 21.4917
21326 Bi1 990.602 68.0402 993.425 62.3982
21326 Bi2 499.659 58.991 496.44 52.9418
21327 Sn 370.307 40.2803 371.918 30.8819
21327 Ce 129.908 25.4522 131.401 21.7161
21327 Bi1 990.576 67.8594 993.092 62.8338
21327 Bi2 497.715 56.8998 497.364 53.2965
21328 Sn 370.376 40.0429 371.625 31.0987
21328 Ce 130.047 25.1035 131.325 22.2488
21328 Bi1 991.163 68.428 992.534 62.529
21328 Bi2 498.118 55.5563 497.371 53.0233
