Ce 18617 -7.716 10.763
Ce 18618 -8.642 3.925
Ce 18619 -9.782 5.153
Sn 18619 -6.996 7.582
Ce 18620 -8.297 3.67
Sn 18620 -3.868 2.663
Ce 18621 -10.119 1.452
Sn 18621 -9.987 13.881
Ce 18622 -8.291 2.085
Sn 18622 -9.631 -4.596
Bi1 18622 14.731 26.681
Bi2 18622 -16.052 10.099
Ce 18623 -7.337 -1.649
Sn 18623 -7.956 8.643
Bi1 18623 9.527 22.611
Bi2 18623 1.1 10.318
Sn 18624 -6.631 -14.425
Bi1 18624 4.047 5.064
Bi2 18624 -0.745 9.748
Sn 18625 -7.249 -12.959
Bi1 18625 10.064 -6.768
Bi2 18625 -1.005 -6.161
Bi1 18626 1.156 -30.126
Bi2 18626 -9.286 -9.679
Bi1 18627 10.833 -59.84
Bi2 18627 -0.849 -31.513
In 18631 -9.424 12.671
In 18632 1.268 -2.592
In 18633 -6.928 12.244
In 18634 -8.003 3.409
In 18635 -8.725 9.21
In 18636 -8.15 2.489
In 18637 -5.66 -3.57
Ce 18745 -2.476 1.637
Ce 18746 -0.664 2.733
Ce 18747 -0.976 0.391
Sn 18747 -11.829 6.473
Ce 18748 -1.848 3.391
Sn 18748 -10.794 -11.458
Ce 18749 -3.696 5.312
Sn 18749 -11.218 1.731
Bi1 18749 -45.459 -103.354
Bi2 18749 -22.157 -52.799
Ce 18750 -0.826 3.113
Sn 18750 -12.208 -0.137
Bi1 18750 -32.991 -19.244
Bi2 18750 -20.632 -14.117
Ce 18751 2.123 3.454
Sn 18751 -1.483 4.061
Bi1 18751 -30.058 -12.502
Bi2 18751 -13.481 -3.184
Sn 18752 -4.481 -4.842
Bi1 18752 -28.532 -1.068
Bi2 18752 -6.808 -1.263
Sn 18753 -0.831 -5.087
Bi1 18753 -11.154 -4.475
Bi2 18753 -2.57 1.344
Bi1 18754 -10.24 -9.946
Bi2 18754 -19.78 -5.495
Bi1 18755 -2.462 -26.359
Bi2 18755 -6.157 -20.024
In 18759 -4.616 5.448
In 18760 -2.331 2.81
In 18761 -3.869 4.279
In 18762 -2.439 4.331
In 18763 -1.213 7.143
In 18764 -1.119 3.527
In 18765 0.732 1.562
In 19205 -3.006 18.367
In 19206 -3.94 5.557
In 19207 -0.531 -0.551
In 19208 -2.531 0.952
In 19209 -2.764 -1.218
In 19210 -1.697 -3.554
In 19211 0.465 -8.389
In 19218 -2.883 4.633
In 19219 -3.002 4.592
In 19220 -2.193 -1.503
In 19221 -1.261 0.576
In 19222 -2.344 -2.298
In 19223 -2.167 -6.99
Ce 19228 -2.964 6.905
Ce 19229 -3.837 -0.075
Ce 19230 -2.422 -5.41
Sn 19230 -8.777 62.783
Ce 19231 -4.635 -6.397
Sn 19231 -5.552 9.017
Ce 19233 -2.768 -3.818
Sn 19233 -4.448 0.87
Bi1 19233 1.081 30.866
Bi2 19233 -1.905 9.351
Ce 19234 -4.273 -7.345
Sn 19234 -4.068 0.736
Bi1 19234 2.31 15.369
Bi2 19234 1.061 -2.352
Sn 19235 -8.112 -14.803
Bi1 19235 -1.448 4.736
Bi2 19235 1.149 0.713
Sn 19236 -0.745 -21.214
Bi1 19236 9.719 -5.058
Bi2 19236 -5.677 -4.844
Bi1 19237 1.724 -27.875
Bi2 19237 -5.74 -20.992
Bi1 19238 11.242 -53.084
Bi2 19238 -4.427 -28.143
Ce 19347 -5.623 1.999
Ce 19355 -8.324 4.715
Ce 19356 -3.597 3.494
Sn 19356 -6.636 -1.139
Ce 19357 -6.274 7.463
Sn 19357 -4.346 -4.753
Ce 19358 -6.065 6.345
Sn 19358 -11.156 4.632
Ce 19359 -4.032 -0.27
Sn 19359 -8.097 9.688
Bi1 19359 -9.924 -17.066
Bi2 19359 -6.96 -14.768
Ce 19360 -1.629 -6.207
Sn 19360 -2.581 7.379
Bi1 19360 -9.187 -3.272
Bi2 19360 -15.393 -3.061
Sn 19361 0.933 -11.036
Bi1 19361 -3.528 9.484
Bi2 19361 -13.539 9.027
Sn 19362 4.58 -19.625
Bi1 19362 2.93 12.29
Bi2 19362 0.665 -3.985
Bi1 19363 8.297 -27.435
Bi2 19363 1.969 -13.306
Bi1 19364 27.311 -54.079
Bi2 19364 12.779 -32.351
In 19368 -8.67 2.612
In 19369 -4.696 0.445
In 19370 -6.101 3.365
In 19371 -4.557 5.257
In 19372 -3.886 3.974
In 19373 -1.404 -3.846
In 19374 1.935 -7.937
In 19513 -8.688 5.1
In 19516 -7.973 3.511
In 19518 -7.108 5.722
In 19520 -8.288 8.419
In 19521 -3.267 6.737
In 19523 -5.476 -1.823
In 19524 -0.644 -6.145
