17359 Ce 78.9846 77.5403
17360 Ce 79.2147 79.0148
17361 Ce 79.7602 78.6521
17364 Ce 79.2779 79.1879
17368 Ce 77.7998 79.7053
17368 Sn 312.191 315.303
17368 Bi1 921.07 920.958
17368 Bi2 435.635 434.869
17369 Ce 79.319 78.1143
17369 Sn 312.33 313.79
17370 Ce 77.7902 80.1633
17370 Sn 312.628 315.304
17370 Bi1 918.477 920.162
17370 Bi2 431.98 437.158
17371 Ce 76.3787 78.0308
17371 Sn 310.005 316.186
17371 Bi1 919.821 920.741
17371 Bi2 436.145 435.825
17372 Sn 303.12 315.764
17372 Bi1 916.857 922.532
17372 Bi2 434.215 434.095
17373 Bi1 909.923 921.538
17373 Bi2 434.192 437.038
17374 Bi1 917.35 924.48
17374 Bi2 431.377 436.708
17375 Sn 307.162 315.443
17375 Bi1 919.074 922.853
17375 Bi2 436.643 435.923
17376 Ce 78.5956 79.7472
17376 Sn 312.035 314.331
17377 Ce 79.3743 79.236
17378 Ce 79.8627 78.5512
17379 Ce 78.5855 78.6446
17380 Ce 78.6604 78.4485
17380 Sn 312.464 314.87
17381 Ce 78.145 79.3831
17381 Sn 313.918 315.384
17382 Ce 77.8135 80.2628
17382 Sn 312.544 315.133
17382 Bi1 920.23 922.83
17382 Bi2 433.579 436.115
17383 Ce 76.7 78.5556
17383 Sn 311.517 315.62
17383 Bi1 919.931 920.094
17383 Bi2 432.822 433.055
17384 Sn 309.057 315.869
17384 Bi1 919.409 923.757
17384 Bi2 435.913 435.099
17385 Sn 302.477 316.048
17385 Bi1 917.504 921.489
17385 Bi2 437.869 435.775
17386 Bi1 916.726 923.12
17386 Bi2 433.087 437.227
17387 Bi1 913.987 923.264
17387 Bi2 433.627 436.574
