19825 In 172.972 29.1101 184.35 29.5658
19826 In 173.878 29.4911 183.601 29.9523
19827 In 175.961 28.0484 183.916 29.7455
19828 In 177.637 29.0234 182.989 28.9952
19829 In 177.541 29.0711 183.371 29.268
19830 In 177.392 29.3908 183.25 29.4435
19831 In 177.924 29.0175 182.904 29.3162
19832 In 177.459 28.9448 182.798 29.0605
19833 In 175.36 30.4432 182.477 30.4147
19834 In 176.696 31.2792 180.699 29.3039
19843 In 183.429 33.6914 170.151 30.1205
19844 In 182.154 33.4193 170.644 30.3651
19845 In 180.87 32.4905 170.474 30.497
19846 In 177.905 32.2636 169.389 32.3803
19847 In 177.227 31.8858 169.364 33.058
19848 In 176.943 31.6214 169.461 32.8496
19849 In 175.552 32.0423 170.463 33.8726
19853 Ce 120.07 22.7171 119.135 22.8422
19854 Ce 119.398 21.04 120.471 23.7292
19855 Ce 121.292 23.5584 120.455 22.9866
19855 Sn 359.035 35.7784 364.16 36.4607
19856 Ce 121.344 21.7688 119.724 23.3997
19856 Sn 362.805 33.0871 364.943 37.1258
19857 Ce 122.455 21.1701 122.295 22.4497
19857 Sn 365.811 36.0792 366.87 34.6597
19857 Bi1 975.432 72.3259 977.793 72.6241
19857 Bi2 481.916 48.7361 491.832 50.3453
19858 Ce 122.256 23.6809 124.296 21.1745
19858 Sn 364.44 34.3489 365.499 34.1179
19858 Bi1 982.528 65.6664 982.209 67.7762
19858 Bi2 486.775 49.0589 490.001 48.2644
19859 Ce 121.621 23.7535 123.723 22.5267
19859 Sn 364.498 34.2817 365.301 33.9048
19859 Bi1 981.391 63.7301 977.519 63.3098
19859 Bi2 483.217 46.3424 486.301 46.2955
19860 Sn 365.768 34.6425 367.023 33.7472
19860 Bi1 983.954 62.7629 981.246 63.0628
19860 Bi2 486.961 47.2564 487.265 46.5515
19861 Sn 366.859 35.5371 365.922 34.8872
19861 Bi1 986.87 62.6848 986.133 62.9005
19861 Bi2 488.421 46.8325 492.498 45.459
19862 Bi1 986.102 62.5561 982.31 60.6486
19862 Bi2 490.815 47.9794 487.631 43.3083
19863 Bi1 989.606 67.3537 977.499 64.4447
19863 Bi2 491.8 49.7085 486.79 45.9912
