Ce 17517 16.046 54.207
Ce 17518 13.136 49.668
Ce 17519 14.575 47.449
Sn 17519 35.521 60.248
Ce 17520 16.371 41.279
Sn 17520 37.356 53.23
Ce 17521 17.604 38.356
Sn 17521 36.215 50.141
Bi1 17521 92.056 50.794
Bi2 17521 42.243 55.536
Ce 17522 17.882 38.662
Sn 17522 39.629 41.712
Bi1 17522 103.829 39.989
Bi2 17522 57.32 39.272
Ce 17523 22.824 40.245
Sn 17523 34.841 35.07
Bi1 17523 102.994 43.926
Bi2 17523 47.676 38.389
Sn 17524 34.736 37.467
Sn 17525 42.892 37.713
Bi1 17525 104.343 38.782
Bi2 17525 49.628 37.953
Bi1 17526 93.351 53.976
Bi2 17526 41.034 37.437
Bi1 17527 85.958 43.393
Bi2 17527 39.933 31.223
