In 19825 1.464 4.779
In 19826 1.691 3.686
In 19827 3.752 4.415
In 19828 5.386 2.966
In 19829 5.354 3.417
In 19830 5.168 3.197
In 19831 5.326 2.136
In 19832 5.236 2.897
In 19833 2.559 2.17
In 19834 4.129 0.434
In 19843 3.702 -2.891
In 19844 2.07 -2.392
In 19845 0.986 -1.94
In 19846 -1.567 -2.164
In 19847 -2.897 -3.164
In 19848 -2.922 -2.893
In 19849 -4.278 -1.682
Ce 19853 -2.007 -3.616
Ce 19854 -3.935 -1.832
Ce 19855 -1.76 -2.209
Sn 19855 -3.645 1.782
Ce 19856 -1.755 -3.393
Sn 19856 0.107 2.584
Ce 19857 -0.603 -1.47
Sn 19857 2.577 3.446
Bi1 19857 -9.373 -5.6
Bi2 19857 -8.182 4.295
Ce 19858 -0.781 1.24
Sn 19858 1.201 2.579
Bi1 19858 -1.875 -1.474
Bi2 19858 -2.386 2.024
Ce 19859 -1.34 0.29
Sn 19859 1.636 2.502
Bi1 19859 -3.001 -5.956
Bi2 19859 -5.697 -1.653
Sn 19860 2.128 3.958
Bi1 19860 -0.517 -2.371
Bi2 19860 -2.115 0.184
Sn 19861 4.112 3.281
Bi1 19861 2.37 1.956
Bi2 19861 1.076 4.612
Bi1 19862 1.995 -1.38
Bi2 19862 2.891 0.206
Bi1 19863 5.892 -6.178
Bi2 19863 4.025 -1.202
