20515 Bi1 1005.84 77.4506 987.999 73.1086
20515 Bi2 504.342 60.0888 498.893 55.7345
20516 Bi1 1003.35 73.0751 986.732 66.9385
20516 Bi2 506.409 59.0047 499.585 57.977
20517 Bi1 1000.58 70.8615 983.242 65.869
20517 Ce 132.506 25.1669 127.902 28.2922
20517 Bi2 505.895 60.4754 498.905 58.0182
20519 Bi1 989.207 81.6947 995.938 69.2665
20519 Ce 134.231 25.591 126.191 28.4324
20519 Bi2 499.329 57.1712 498.499 57.9006
20520 Bi1 988.785 74.3588 992.572 63.6925
20520 Ce 132.098 24.5014 127.48 27.4763
20520 Sn 373.435 41.7286 365.599 38.9541
20520 Bi2 499.637 61.5019 496.112 51.9277
20522 Bi1 994.721 89.3178 998.91 62.9385
20522 Ce 132.154 24.8324 128.14 26.5192
20522 Sn 370.972 38.6936 368.985 38.2356
20522 Bi2 505.694 67.4338 495.823 55.8261
20523 Bi1 999.326 121.247 1001.97 67.1728
20523 Ce 131.723 25.5903 126.504 26.1766
20523 Sn 371.821 39.2278 368.857 37.049
20523 Bi2 509.209 78.9767 496.181 55.1982
20524 Ce 129.954 26.9069 129.12 26.0915
20524 Sn 369.208 40.6307 370.525 36.5659
20525 Ce 130.758 28.0974 130.62 26.6874
20525 Sn 371.986 41.7815 370.107 35.1395
20526 Sn 375.406 45.2097 371.597 35.0186
20527 Sn 368.21 50.0765 372.349 36.0942
20528 Bi1 991.537 88.8329 1001.98 62.2458
20528 Ce 130.171 25.4782 128.179 26.7614
20528 Sn 368.166 38.6996 370.959 38.0368
20528 Bi2 504.266 68.6967 497.076 52.1913
