21087 Bi1 985.664 76.4822 988.8 71.5136
21087 Bi2 487.886 50.9766 485.147 48.7572
21088 Bi1 990.072 70.1248 990.763 68.6127
21088 Bi2 487.113 49.9313 488.654 46.5927
21089 Bi1 987.844 71.0486 986.648 66.4447
21089 Ce 122.232 22.0171 123.679 21.163
21089 Bi2 489.102 53.8508 490.77 46.7771
21090 Bi1 988.303 75.4039 987.261 68.4489
21090 Ce 122.254 21.8865 124.198 20.8726
21090 Bi2 488.161 53.4966 486.64 46.5487
21091 Bi1 986.46 76.9322 993.956 63.4129
21091 Ce 123.521 22.6107 124.7 21.0914
21091 Sn 356.805 39.3037 355.967 36.2696
21091 Bi2 489.333 55.2122 488.98 44.0158
21092 Bi1 978.222 91.2615 988.243 61.8945
21092 Ce 121.864 23.3214 125.692 21.2349
21092 Sn 362.444 39.2649 355.769 35.3624
21092 Bi2 484.473 57.9956 490.014 47.7903
21093 Bi1 973.717 129.357 974.958 66.9316
21093 Ce 118.412 23.3509 127.615 20.3334
21093 Sn 361.226 38.447 358.153 35.2034
21093 Bi2 484.34 68.946 480.808 47.8524
21094 Ce 118.839 23.7342 128.76 20.1921
21094 Sn 360.648 39.9996 355.984 34.8792
21095 Ce 119.615 25.867 128.939 20.8083
21095 Sn 357.119 40.9007 357.212 33.7876
21096 Sn 354.815 43.9619 356.905 33.7141
21097 Sn 355.24 49.3494 352.125 34.2055
