18357 Ce 122.946 25.0127 123.274 23.1678
18358 Ce 122.713 23.8472 123.428 22.9452
18359 Ce 122.917 23.6556 123.448 22.3303
18359 Sn 362.642 38.4706 363.333 34.5071
18360 Ce 123.077 23.7614 123.824 22.2946
18360 Sn 362.817 37.3689 363.812 33.9026
18361 Ce 123.095 23.9423 123.402 22.139
18361 Sn 363.074 36.5768 363.587 32.9802
18361 Bi1 983.237 71.275 983.463 65.2581
18361 Bi2 489.151 52.8991 487.546 48.2412
18362 Ce 122.927 23.6992 124.062 22.4417
18362 Sn 363.227 36.1856 364.086 32.8632
18362 Bi1 984.211 68.9461 983.247 62.5521
18362 Bi2 489.013 51.6891 486.399 45.8019
18363 Ce 123.061 24.1039 123.738 22.4179
18363 Sn 363.054 35.9905 363.858 32.3138
18363 Bi1 984.743 66.8805 983.53 61.8623
18363 Bi2 488.087 49.7423 487.628 45.823
18364 Sn 363.606 35.7161 363.437 32.5141
18364 Bi1 983.794 66.3194 983.605 61.3909
18364 Bi2 487.44 50.0589 487.135 45.1712
18365 Sn 363.2 36.8142 363.736 33.4662
18365 Bi1 984.536 65.9939 983.825 61.2545
18365 Bi2 487.53 48.8776 486.406 43.9112
18367 Bi1 984.325 67.7327 984.079 61.7112
18367 Bi2 487.629 50.2252 488.085 46.1839
18370 In 172.438 29.3946 180.856 27.3334
18371 In 171.985 30.1446 180.513 27.8124
18372 In 171.838 31.1465 180.275 28.5737
18373 In 171.93 29.9812 180.618 27.724
18374 In 172.287 29.5789 180.701 27.3214
18375 In 172.377 29.7259 180.854 27.1378
18376 In 172.236 30.1773 180.567 27.9979
18380 In 179.502 30.1412 172.745 28.4979
18381 In 179.918 29.2343 173.285 27.6053
18382 In 179.906 29.2077 173.073 27.6685
18383 In 179.908 29.4664 173.359 27.5621
18384 In 179.772 29.2892 173.277 27.7051
18385 In 179.856 29.8352 173.045 28.1464
18386 In 179.474 30.8016 172.487 29.0106
