18617 Ce 80.34 81.518 
18618 Ce 79.5662 78.5663 
18619 Ce 76.7834 83.0416 
18619 Sn 321.404 316.385 
18620 Ce 75.4992 79.7458 
18620 Sn 325.756 317.062 
18621 Ce 76.1921 80.2278 
18621 Sn 316.419 325.405 
18622 Ce 75.5077 81.221 
18622 Sn 322.98 320.631 
18622 Bi1 918.686 920.322 
18622 Bi2 437.15 438.508 
18623 Ce 74.5253 80.7022 
18623 Sn 319.999 326.791 
18623 Bi1 911.547 935.73 
18623 Bi2 447.013 443.348 
18624 Sn 316.619 319.675 
18624 Bi1 909.521 928.444 
18624 Bi2 443.102 446.094 
18625 Sn 318.683 323.018 
18625 Bi1 911.439 931.589 
18625 Bi2 449.243 438.159 
18626 Bi1 897.415 927.219 
18626 Bi2 440.315 442.811 
18627 Bi1 903.74 919.799 
18627 Bi2 438.073 437.477 
18631 In 120.844 132.081 
18632 In 131.655 120.105 
18633 In 122.064 135.479 
18634 In 128.922 124.261 
18635 In 119.088 136.042 
18636 In 124.583 125.76 
18637 In 117.805 132.661 
