17233 Ce 77.6873 79.8261
17234 Ce 78.6837 80.7684
17235 Ce 77.7416 80.7815
17235 Sn 308.809 316.187
17236 Ce 78.2362 79.7915
17236 Sn 308.682 317.006
17237 Ce 77.62 80.8243
17237 Sn 311.664 317.156
17237 Bi1 916.396 922.101
17237 Bi2 433.828 437.962
17238 Ce 77.2782 79.6115
17238 Sn 308.739 317.513
17238 Bi1 917.691 923.852
17238 Bi2 437.732 435.569
17239 Ce 76.3065 79.0347
17239 Sn 308.697 316.164
17239 Bi1 916.26 923.02
17239 Bi2 435.738 437.626
17240 Sn 306.772 315.579
17240 Bi1 915.921 923.278
17240 Bi2 433.539 434.518
17241 Sn 302.774 315.34
17241 Bi1 916.95 922.135
17241 Bi2 437.593 435.357
17242 Bi1 912.189 922.1
17242 Bi2 429.437 436.78
17243 Bi1 907.354 920.982
17243 Bi2 433.214 435.399
17245 Ce 78.9868 79.8099
17245 Sn 309.84 316.276
17245 Bi1 919.45 923.483
17245 Bi2 434.473 436.045
17246 Ce 76.5612 79.1086
17246 Sn 307.337 316.082
17246 Bi1 918.266 923.138
17246 Bi2 436.877 434.644
17247 Ce 74.4508 79.8738
17247 Sn 307.735 317.004
17247 Bi1 917.971 922.917
17247 Bi2 437.457 435.515
17248 Ce 77.4248 80.5885
17248 Sn 309.445 316.3
17248 Bi1 916.935 921.351
17248 Bi2 433.043 438.537
17249 Ce 77.6965 80.3764
17249 Sn 309.881 316.686
17249 Bi1 917.305 921.679
17249 Bi2 436.895 436.396
