18357 Ce 76.3414 77.8833
18358 Ce 75.8044 79.111
18359 Ce 76.2385 79.4589
18359 Sn 311.247 315.513
18360 Ce 76.3627 79.4748
18360 Sn 312.115 314.99
18361 Ce 76.1445 80.1037
18361 Sn 313.17 315.615
18361 Bi1 917.614 919.741
18361 Bi2 433.736 434.357
18362 Ce 76.4305 75.1645
18362 Sn 313.798 316.072
18362 Bi1 919.511 921.125
18362 Bi2 434.726 432.588
18363 Ce 75.1389 78.0222
18363 Sn 312.44 315.68
18363 Bi1 920.491 921.759
18363 Bi2 435.07 434.348
18364 Sn 311.665 316.003
18364 Bi1 920.007 921.477
18364 Bi2 435.953 435.595
18365 Sn 310.605 315.139
18365 Bi1 919.117 921.698
18365 Bi2 433.648 434.619
18367 Bi1 917.749 920.69
18367 Bi2 433.921 435.309
18370 In 116.304 127.42
18371 In 116.72 126.884
18372 In 115.5 126.163
18373 In 112.515 126.954
18374 In 116.478 127.191
18375 In 116.225 127.022
18376 In 114.501 126.89
18380 In 122.015 119.162
18381 In 123.097 120.179
18382 In 123.949 119.966
18383 In 123.589 119.542
18384 In 123.953 119.433
18385 In 123.639 118.881
18386 In 122.751 119.209
