22294 Bi1 120.282 116.986 133.65 167.223 131.601 124.036 97.108 206.203
22294 Bi2 89.9005 348.494 76.7481 106.648 74.4381 82.3015 74.7085 80.944
22295 Bi1 118.749 145.95 115.351 152.35 107.639 115.059 96.7543 145.43
22295 Bi2 87.9404 86.3436 78.8212 101.308 73.4981 79.4019 76.3133 81.9363
22296 Bi1 115.18 142.188 118.698 147.359 107.395 114.035 95.5482 126.888
22296 Ce 34.4765 38.6769 31.512 40.9714 31.0784 39.9594 33.0459 42.6688
22296 Bi2 86.3139 84.8981 80.2162 92.6652 75.3746 79.171 74.894 85.8086
22297 Bi1 122.032 146.559 131.305 143.289 120.711 117.55 108.146 131.555
22297 Ce 32.2982 37.96 31.4557 36.2307 30.5312 36.7929 33.1665 38.1419
22297 Bi2 82.277 85.9987 82.7859 90.1118 77.2775 75.0832 71.4727 81.2518
22298 Bi1 109.588 149.55 131.221 119.264 117.041 104.005 95.5077 126.428
22298 Ce 32.5716 35.9192 32.9351 34.3123 31.2305 36.5061 32.3608 37.6407
22298 Sn 67.2594 70.5031 57.425 87.567 58.5937 65.3592 51.603 77.3668
22298 Bi2 79.2603 91.82 89.76 81.6462 82.3668 72.526 71.0903 84.0794
22299 Bi1 136.172 161.077 132.611 108.904 119.67 101.462 109.481 125.289
22299 Ce 31.9153 39.8568 34.2336 29.4755 30.7562 30.5608 34.5652 36.9297
22299 Sn 66.1294 70.1875 50.3961 82.7935 50.2391 62.8474 53.7559 69.1856
22299 Bi2 84.5448 96.3583 91.6897 78.1115 85.6858 70.9048 71.3523 84.8928
22300 Bi1 207.354 186.747 144.396 116.888 117.477 113.414 150.924 126.859
22300 Ce 30.9045 41.0843 38.3928 27.7607 30.5354 29.5056 31.3619 37.5326
22300 Sn 62.6017 68.3388 53.355 72.169 51.1357 59.1495 53.8164 63.2057
22300 Bi2 81.6596 97.5054 91.6172 73.5467 85.8081 68.667 72.8303 81.7051
22301 Ce 32.6889 44.8781 40.8712 26.5542 32.1492 28.1363 32.1445 40.184
22301 Sn 64.4384 70.612 57.1227 64.9304 54.4236 52.8992 51.2489 62.779
22302 Ce 33.6946 48.7335 42.6587 27.9178 33.8872 27.6371 34.0232 38.8784
22302 Sn 55.3586 76.5438 64.1929 54.6543 57.6021 48.8408 50.3827 65.6871
22303 Sn 60.3649 78.5642 71.3131 49.582 63.409 47.1733 50.3863 67.4449
22304 Sn 64.0932 85.5533 72.8309 49.035 65.2282 46.7321 52.4929 67.406
