19347 Ce 122.818 24.768 122.351 25.3639
19355 Ce 122.069 23.7193 121.692 25.603
19356 Ce 123.479 23.9291 123.256 25.4085
19356 Sn 363.45 37.4636 362.172 38.4894
19357 Ce 123.17 23.7082 122.658 23.7174
19357 Sn 362.791 37.1066 363.073 37.248
19358 Ce 122.752 23.4461 122.786 24.1844
19358 Sn 362.719 36.5429 363.386 36.3896
19359 Ce 122.869 23.5085 122.982 24.6323
19359 Sn 362.683 36.0042 363.714 35.7785
19359 Bi1 984.221 68.3193 983.177 67.792
19359 Bi2 488.895 50.9542 487.902 49.1242
19360 Ce 122.268 24.1794 122.958 24.3624
19360 Sn 362.883 36.386 363.776 34.8447
19360 Bi1 984.633 66.4596 984.024 66.1346
19360 Bi2 488.657 48.9618 487.52 48.5302
19361 Sn 362.806 36.2404 364.153 34.9343
19361 Bi1 984.705 66.7437 983.59 66.2606
19361 Bi2 488.597 50.4365 488.078 49.2116
19362 Sn 362.705 36.7098 363.595 35.7738
19362 Bi1 984.043 66.3508 983.4 64.6793
19362 Bi2 487.731 48.7343 487.167 48.0554
19363 Bi1 984.217 66.6535 983.897 65.5492
19363 Bi2 487.934 49.6276 487.959 48.8053
19364 Bi1 984.46 66.9945 983.675 66.6568
19364 Bi2 489.429 51.5266 488.247 49.0074
19368 In 171.569 31.1508 179.596 30.5893
19369 In 179.724 29.7991 171.88 30.9466
19370 In 172.087 29.5081 179.977 29.5238
19371 In 180.33 28.4732 172.659 29.3949
19372 In 172.228 29.5917 180.216 28.9034
19373 In 179.916 29.2914 172.623 29.2528
19374 In 171.815 30.7776 180.249 29.4888
