21914 Bi1 984.489 74.6944 983.532 66.6389
21914 Bi2 490.82 58.7848 487.931 50.2945
21915 Bi1 983.617 74.2545 983.851 66.7504
21915 Bi2 489.639 54.9606 488.648 50.169
21916 Bi1 983.49 74.225 983.789 64.9681
21916 Ce 121.734 26.7764 122.841 24.286
21916 Bi2 489.078 55.1989 487.573 46.9343
21917 Bi1 984.206 75.4727 984.143 65.1932
21917 Ce 121.834 25.7077 122.587 24.0386
21917 Bi2 489.287 56.0398 487.132 48.294
21918 Bi1 982.884 77.7371 984.32 62.7414
21918 Ce 122.487 25.6953 122.678 23.7906
21918 Sn 361.6 42.9687 362.784 37.3567
21918 Bi2 489.522 58.0179 487.547 46.3389
21919 Bi1 983.435 80.3178 983.842 62.6154
21919 Ce 121.61 26.8175 123.197 23.0435
21919 Sn 361.924 40.426 362.633 35.9871
21919 Bi2 489.615 61.5506 487.032 46.5737
21920 Bi1 981.497 88.2036 982.966 64.6015
21920 Ce 121.804 27.5953 123.489 22.1336
21920 Sn 362.494 39.9398 363.326 35.4877
21920 Bi2 489.715 65.5022 487.638 49.3004
21921 Ce 121.413 28.0836 123.446 22.4963
21921 Sn 362.026 41.678 363.325 34.781
21922 Ce 120.095 30.3715 123.55 22.8207
21922 Sn 361.416 42.783 363.063 34.2138
21923 Sn 361.509 44.053 363.402 34.2469
21924 Sn 360.408 48.4983 363.188 34.7666
21931 In 161.792 33.4273 170.366 30.3783
21932 In 169.635 32.5988 163.267 29.2628
21933 In 162.054 32.5579 170.837 28.9145
21934 In 169.158 33.529 163.233 28.921
21935 In 161.471 33.9695 171.091 28.3818
21936 In 168.32 35.3945 163.526 28.1838
21937 In 160.264 37.2282 171.001 28.2171
