Bi1 21087 1.256 4.043
Bi2 21087 -1.943 -3.774
Bi1 21088 5.884 6.981
Bi2 21088 -2.657 1.773
Bi1 21089 3.964 2.63
Ce 21089 0.442 0.199
Bi2 21089 0.275 4.311
Bi1 21090 4.877 3.623
Ce 21090 0.392 1.216
Bi2 21090 0.341 -0.695
Bi1 21091 2.997 9.428
Ce 21091 1.648 1.724
Sn 21091 -5.072 -6.812
Bi2 21091 0.443 1.27
Bi1 21092 -4.813 4.258
Ce 21092 0.204 2.435
Sn 21092 0.377 -7.213
Bi2 21092 -6.719 1.982
Bi1 21093 -9.432 -9.494
Ce 21093 -3.203 3.886
Sn 21093 -0.842 -4.809
Bi2 21093 -6.126 -6.572
Ce 21094 -2.433 4.69
Sn 21094 -1.425 -7.35
Ce 21095 -0.663 4.81
Sn 21095 -4.71 -6.02
Sn 21096 -6.581 -6.493
Sn 21097 -5.256 -11.005
In 21274 1.59 0.881
In 21275 0.753 0.782
In 21276 2.248 0.896
In 21277 2.186 0.823
In 21278 0.498 1.126
In 21279 0.643 0.093
In 21280 1.026 0.703
In 21281 0.448 0.937
In 21282 1.219 0.813
In 21283 1.635 0.568
In 21284 1.718 1.181
In 21285 -0.023 0.899
In 21286 0.861 0.806
In 21287 1.701 0.57
In 21288 0.464 0.481
In 21289 1.865 1.001
In 21290 0.596 0.399
In 21291 0.622 0.633
In 21292 1.548 0.276
In 21293 2.204 0.204
In 21294 1.792 0.617
In 21295 0.325 0.446
In 21296 1.768 0.284
In 21297 1.508 0.346
In 21303 4.076 3.361
In 21304 2.667 0.793
In 21305 5.19 0.996
In 21306 0.963 3.054
In 21307 -1.369 2.248
In 21308 -2.606 2.177
In 21309 -1.572 2.603
Sn 21311 1.171 -4.069
Sn 21312 -0.23 -4.997
Sn 21313 0.479 -2.806
Ce 21313 0.277 -5.046
Sn 21314 -2.339 -5.245
Ce 21314 0.876 -2.779
Sn 21315 -1.557 1.421
Ce 21315 1.519 -2.417
Bi1 21315 -0.515 -3.667
Bi2 21315 0.763 -0.376
Sn 21316 -2.418 0.436
Ce 21316 -2.281 -2.978
Bi1 21316 0.357 -3.091
Bi2 21316 -0.769 -5.341
Sn 21317 -6.562 -1.459
Ce 21317 -2.814 -1.215
Bi1 21317 5.493 -3.838
Bi2 21317 4.374 1.099
Ce 21318 -1.363 -0.5
Bi1 21318 2.404 0.024
Bi2 21318 1.58 -2.215
Ce 21319 -1.248 0.508
Bi1 21319 1.309 5.971
Bi2 21319 -1.007 3.911
Bi1 21320 -1.123 4.426
Bi2 21320 -0.274 3.21
Bi1 21321 2.139 4.595
Bi2 21321 1.976 4.341
Sn 21323 -5.727 0.907
Ce 21323 -0.184 -3.117
Bi1 21323 3.732 -5.396
Bi2 21323 1.419 -2.689
Sn 21324 -2.913 -1.482
Ce 21324 0.42 -2.639
Bi1 21324 4.47 -7.349
Bi2 21324 6.689 -5.64
Sn 21325 -5.155 0.764
Ce 21325 -0.149 -2.917
Bi1 21325 2.164 -6.656
Bi2 21325 -0.314 -2.238
Sn 21326 -3.143 -0.174
Ce 21326 -0.381 -2.639
Bi1 21326 5.975 -4.618
Bi2 21326 3.858 -2.844
Sn 21327 -4.765 -0.229
Ce 21327 0.666 -2.115
Bi1 21327 3.528 -7.072
Bi2 21327 0.592 -1.436
Sn 21328 -2.622 1.024
Ce 21328 -0.716 -2.328
Bi1 21328 3.44 -3.081
Bi2 21328 -0.356 -1.462
Bi1 21679 1.562 -1.629
Bi2 21679 -2.195 1.47
Bi1 21680 3.503 -1.32
Bi2 21680 -0.519 -0.44
Bi1 21681 1.752 -0.904
Ce 21681 -0.341 -1.545
Bi2 21681 -3.726 0.468
Bi1 21682 -3.212 -4.583
Ce 21682 0.416 -2.54
Bi2 21682 -3.254 -3.708
Bi1 21683 7.625 3.174
Ce 21683 -0.535 -2.823
Sn 21683 -3.54 1.025
Bi2 21683 1.832 5.205
Bi1 21684 5.223 -0.742
Ce 21684 -1.825 -1.779
Sn 21684 -4.07 -4.952
Bi2 21684 3.172 3.052
Bi1 21685 0.815 -8.322
Ce 21685 -0.745 -0.824
Sn 21685 -0.152 -3.303
Bi2 21685 -2.383 -3.055
Ce 21686 -1.2 0.33
Sn 21686 -1.364 -0.909
Ce 21687 0.027 0.906
Sn 21687 -1.092 -1.715
Sn 21688 -2.528 -1.175
Sn 21689 0.294 -2.828
In 21701 1.067 9.596
In 21702 -0.08 9.205
In 21703 0.21 6.389
In 21704 0.037 6.881
In 21705 -0.549 6.819
In 21706 -0.282 5.782
In 21707 0.682 5.961
In 21708 -0.202 5.517
In 21709 -0.773 7.556
In 21710 -0.718 6.113
In 21711 -0.862 4.781
In 21712 -1.477 5.661
In 21713 4.937 4.309
In 21714 2.744 5.242
Bi1 21914 2.452 -9.192
Bi2 21914 -2.316 -1.694
Bi1 21915 5.568 -1.088
Bi2 21915 -0.751 0.163
Bi1 21916 6.325 -2.242
Ce 21916 0.747 -4.214
Bi2 21916 0.273 -0.433
Bi1 21917 -4.334 -7.268
Ce 21917 -0.066 -3.157
Bi2 21917 -4.281 -5.134
Bi1 21918 6.94 6.309
Ce 21918 -0.8 -0.663
Sn 21918 -2.48 -1.944
Bi2 21918 -0.082 2.012
Bi1 21919 4.663 -0.386
Ce 21919 -1.758 -2.558
Sn 21919 -2.532 -4.068
Bi2 21919 1.099 3.316
Bi1 21920 0.606 -7.936
Ce 21920 -1.183 -2.467
Sn 21920 -3.883 -2.844
Bi2 21920 -5.136 -2.125
Ce 21921 -1.012 -1.084
Sn 21921 -2.502 -3.339
Ce 21922 0.612 0.671
Sn 21922 -0.84 1.698
Sn 21923 -0.319 0.602
Sn 21924 0.013 -2.208
In 21931 -0.836 9.086
In 21932 -2.352 4.899
In 21933 -2.372 5.803
In 21934 -1.077 4.966
In 21935 -1.708 5.487
In 21936 -2.712 4.729
In 21937 -0.472 6.126
Bi1 22215 1.181 -3.573
Bi2 22215 -2.374 2.478
Bi1 22216 1.781 -0.429
Bi2 22216 -1.453 0.37
Bi1 22217 2.695 -0.928
Ce 22217 0.15 -2.176
Bi2 22217 -0.972 -1.314
Bi1 22218 -2.502 -2.412
Ce 22218 0.649 -2.046
Bi2 22218 -5.52 -4.396
Bi1 22219 4.123 2.435
Ce 22219 -0.316 -1.528
Sn 22219 -4.067 2.68
Bi2 22219 1.074 6.459
Bi1 22220 -0.751 0.306
Ce 22220 -1.527 -2.393
Sn 22220 -4.221 -4.022
Bi2 22220 -1.139 4.483
Bi1 22221 -2.637 -7.989
Ce 22221 -1.888 -1.129
Sn 22221 -1.781 -4.036
Bi2 22221 -5.956 -1.887
Ce 22222 0.494 0.448
Sn 22222 -1.281 -1.853
Ce 22223 0.026 1.352
Sn 22223 -2.14 -1.053
Sn 22224 -3.18 0.872
Sn 22225 -1.678 -3.053
In 22232 -5.085 11.192
In 22233 -3.895 9.575
In 22234 -4.644 7.982
In 22235 -3.434 8.34
In 22236 -4.174 8.948
In 22237 -5.533 8.137
In 22238 -2.8 7.76
Bi1 22294 14.79 -11.717
Bi2 22294 7.285 3.216
Bi1 22295 10.653 -10.473
Bi2 22295 3.479 -3.248
Bi1 22296 10.974 -5.377
Ce 22296 1.333 -0.321
Bi2 22296 2.514 -1.551
Bi1 22297 1.286 -8.882
Ce 22297 0.606 1.923
Bi2 22297 -2.492 -3.155
Bi1 22298 8.94 0.864
Ce 22298 -0.565 1.008
Sn 22298 2.207 1.166
Bi2 22298 2.397 8.116
Bi1 22299 5.394 7.562
Ce 22299 -2.357 0.954
Sn 22299 0.33 -0.161
Bi2 22299 2.192 9.92
Bi1 22300 -19.228 0.682
Ce 22300 -1.227 3.315
Sn 22300 1.675 0.783
Bi2 22300 -7.209 2.179
Ce 22301 -1.622 4.495
