18357 Ce 119.191 23.1526 121.569 21.9073
18358 Ce 121.146 22.2084 124.658 21.5376
18359 Ce 120.887 22.7411 124.32 21.0732
18359 Sn 360.057 35.4629 362.076 32.2825
18360 Ce 122.067 21.9141 124.261 21.2442
18360 Sn 365.334 34.8593 364.922 31.9565
18361 Ce 122.756 21.9264 125.037 21.8056
18361 Sn 360.537 33.6452 364.671 32.7851
18361 Bi1 974.678 72.6432 968.062 70.752
18361 Bi2 478.65 50.4806 485.832 45.3021
18362 Ce 122.059 21.8073 126.291 20.9656
18362 Sn 365.039 34.5544 365.21 30.8485
18362 Bi1 988.899 68.867 976.516 61.4001
18362 Bi2 486.076 48.6151 485.783 44.3703
18363 Ce 121.323 22.6303 125.499 20.042
18363 Sn 361.712 33.4898 363.636 29.9419
18363 Bi1 981.629 65.2696 978.541 59.7995
18363 Bi2 480.594 46.5457 485.538 43.7782
18364 Sn 362.721 33.8895 364.918 29.5164
18364 Bi1 986.664 64.5019 979.867 58.2442
18364 Bi2 485.226 47.5915 484.574 43.1379
18365 Sn 365.441 34.726 363.451 30.0845
18365 Bi1 987.068 63.3348 985.931 58.0851
18365 Bi2 485.212 45.2029 487.322 40.9144
18367 Bi1 988.252 67.0721 977.672 59.0278
18367 Bi2 489.287 49.9597 485.658 43.0395
18370 In 174.441 29.2795 184.273 26.399
18371 In 173.592 28.8808 185.551 27.5125
18372 In 169.921 28.9907 182.348 27.9167
18373 In 174.503 29.2174 184.251 27.2811
18374 In 175.404 28.7526 183.349 26.877
18375 In 174.662 28.6313 181.926 25.9522
18376 In 174.509 29.8837 182.506 26.257
18380 In 181.043 28.8799 175.065 27.1021
18381 In 181.012 28.4191 173.827 26.5613
18382 In 182.021 28.5008 176.52 27.689
18383 In 181.47 28.4197 176.287 27.6382
18384 In 180.599 28.7078 176.594 27.6333
18385 In 179.883 28.2899 175.593 28.1347
18386 In 179.848 28.8387 175.557 28.0348
