19347 Ce 77.3231 79.6888
19355 Ce 77.7321 78.9574
19356 Ce 77.8323 80.0301
19356 Sn 311.106 315.02
19357 Ce 77.1515 80.5592
19357 Sn 311.668 316.42
19358 Ce 78.6936 80.6125
19358 Sn 313.087 317.11
19359 Ce 78.1539 80.6391
19359 Sn 312.825 315.89
19359 Bi1 844.508 922.445
19359 Bi2 433.802 436.11
19360 Ce 78.4081 79.7897
19360 Sn 312.227 316.668
19360 Bi1 919.388 923.555
19360 Bi2 432.005 436.747
19361 Sn 312.443 317.418
19361 Bi1 919.704 923.02
19361 Bi2 432.025 436.916
19362 Sn 313.817 316.498
19362 Bi1 920.668 922.681
19362 Bi2 432.332 435.602
19363 Bi1 850.517 923.843
19363 Bi2 435.945 438.817
19364 Bi1 919.93 922.174
19364 Bi2 431.434 434.975
19368 In 114.19 126.245
19369 In 124.166 119.084
19370 In 116.669 127.904
19371 In 124.403 120.076
19372 In 116.819 127.73
19373 In 124.275 119.786
19374 In 115.251 128.216
