21679 Bi1 912.698 913.328 914.266 911.057 914.487 912.307 913.444 912.21
21679 Bi2 449.711 451.787 453.029 444.69 452.299 448.043 450.228 447.645
21680 Bi1 913.081 914.166 914.827 912.773 914.623 913.019 913.324 913.252
21680 Bi2 449.624 452.73 453.49 449.025 453.421 448.864 450.657 450.892
21681 Bi1 913.72 914.198 914.435 914.424 913.983 913.299 913.149 913.057
21681 Ce 80.5932 80.7595 82.8639 77.9014 83.2865 80.7767 82.0337 81.2835
21681 Bi2 450.253 451.068 451.274 450.293 455.04 451.195 451.921 452.52
21682 Bi1 914.195 913.36 913.75 914.107 914.167 914.027 914.351 913.148
21682 Ce 80.6418 81.6623 83.2018 79.2326 83.9395 81.2754 81.975 81.9234
21682 Bi2 451.735 451.186 452.34 452.832 451.386 451.551 450.876 451.129
21683 Bi1 913.934 913.218 913.442 914.87 912.895 914.229 913.977 913.211
21683 Ce 81.1493 82.5096 82.7751 81.3033 83.6444 82.3287 81.6181 82.7216
21683 Sn 314.959 314.867 318.084 311.981 317.903 313.05 315.61 313.011
21683 Bi2 451.627 449.017 449.84 451.577 452.09 454.482 453.821 451.61
21684 Bi1 913.613 913.121 913.141 916.6 912.849 914.581 913.642 913.019
21684 Ce 81.2936 80.3356 81.9376 82.5694 83.0507 83.1128 81.5472 81.8202
21684 Sn 315.184 314.814 318.266 312.684 318.014 313.815 316.338 314.477
21684 Bi2 453.067 447.693 450.327 455.47 449.881 452.22 450.208 449.184
21685 Bi1 912.501 911.387 911.566 915.609 912.703 914.828 913.375 912.94
21685 Ce 81.441 79.3002 80.7581 83.3056 81.9643 83.8222 82.4683 81.6759
21685 Sn 315.022 315.311 317.861 315.571 318.305 315.034 315.877 315.821
21685 Bi2 447.964 445.463 447.852 454.656 450.119 453.801 451.321 449.789
21686 Ce 81.7757 79.3431 79.5829 84.2026 82.4477 84.9418 83.92 82.5485
21686 Sn 314.917 315.108 316.788 317.062 316.855 316.247 315.276 315.498
21687 Ce 80.8909 77.9587 79.7068 84.8393 82.0738 85.0614 83.33 82.8755
21687 Sn 315.71 314.643 315.886 317.834 316.347 317.708 316.253 315.606
21688 Sn 315.933 314.087 314.717 318.339 315.737 318.295 316.117 315.955
21689 Sn 314.815 312.635 313.462 318.286 314.061 317.592 315.692 315.515
21701 In 118.042 117.785 119.94 114.442 127.478 124.617 128.318 121.727
21702 In 124.235 122.965 126.744 120.18 121.138 118.045 121.08 114.844
21703 In 124.194 123.424 127.878 120.656 121.69 118.935 120.815 116.72
21704 In 117.784 118.264 120.566 115.431 128.384 125.449 127.848 124.165
21705 In 118.834 117.87 120.701 116.823 128.274 126.574 128.005 124.652
21706 In 124.948 123.337 127.612 123.286 121.849 119.699 121.286 117.917
21707 In 125.625 122.33 126.373 125.273 121.01 121.105 121.078 118.059
21708 In 119.37 117.173 119.861 118.999 128.175 128.087 128.109 124.936
21709 In 119.953 115.54 117.874 120.022 127.092 129.116 128.769 123.822
21710 In 126.964 121.445 124.766 126.972 120.197 122.281 121.747 117.479
21711 In 126.821 120.065 122.88 127.782 118.595 122.491 122.059 117.386
21712 In 120.378 114.145 117.028 120.65 126.047 129.493 129.275 123.735
21713 In 118.846 115.092 115.838 121.113 124.872 129.526 128.834 122.831
21714 In 125.35 119.449 121.857 128.074 118.887 122.613 121.587 116.53
