21679 Bi1 983.505 74.9611 983.749 66.0742
21679 Bi2 489.291 55.6339 488.648 50.0208
21680 Bi1 984.078 72.6752 984.056 66.2811
21680 Bi2 488.397 53.8571 488.926 49.4994
21681 Bi1 984.479 73.4654 983.598 66.2458
21681 Ce 121.793 26.166 122.805 24.1886
21681 Bi2 490.505 58.0315 488.535 48.9511
21682 Bi1 984.363 74.7026 983.486 64.9777
21682 Ce 121.819 26.1717 122.803 23.839
21682 Bi2 489.327 58.3569 488.168 48.4748
21683 Bi1 982.762 77.2482 984.16 63.3746
21683 Ce 121.286 26.1622 122.845 23.4733
21683 Sn 361.727 41.9836 363.228 35.2877
21683 Bi2 490.214 57.1233 486.809 46.421
21684 Bi1 983.23 81.9362 984.234 62.5871
21684 Ce 121.731 27.077 123.107 22.6991
21684 Sn 362.138 40.7537 363.18 34.7297
21684 Bi2 489.953 60.2009 487.143 46.543
21685 Bi1 982.098 89.254 982.876 64.7656
21685 Ce 121.391 27.2874 123.295 22.8092
21685 Sn 361.893 40.4891 363.502 34.6813
21685 Bi2 491.096 69.4766 487.296 46.5997
21686 Ce 121.129 28.7201 123.184 22.6148
21686 Sn 362.048 41.4799 362.982 34.8393
21687 Ce 120.116 30.4103 123.294 22.8046
21687 Sn 361.87 42.6697 363.301 34.3135
21688 Sn 361.54 45.1933 363.381 34.3248
21689 Sn 360.519 49.7485 363.227 35.0268
21701 In 161.862 32.9508 170.565 29.7733
21702 In 169.174 33.2176 162.845 29.7183
21703 In 169.618 31.8644 163.168 29.0867
21704 In 162.052 32.3098 170.729 29.3959
21705 In 162.135 32.1518 170.874 28.8308
21706 In 169.755 32.1558 163.232 28.7901
21707 In 169.459 32.6987 163.278 28.8265
21708 In 162.252 32.4235 171.164 28.2777
21709 In 161.659 33.5224 171.266 28.3273
21710 In 169.306 33.5297 163.687 28.1434
21711 In 168.694 34.6931 163.536 28.1028
21712 In 161.446 34.0199 171.172 27.77
21713 In 160.65 36.7322 171.01 28.0988
21714 In 167.659 37.9161 163.33 28.5732
