19347 Ce 82.4119 82.8864 
19355 Ce 81.1829 81.406 
19356 Ce 83.6603 81.6694 
19356 Sn 320.035 320.972 
19357 Ce 81.737 83.269 
19357 Sn 322.477 311.525 
19358 Ce 82.0012 83.47 
19358 Sn 314.25 315.51 
19359 Ce 84.0402 84.6217 
19359 Sn 320.856 320.619 
19359 Bi1 918.201 927.639 
19359 Bi2 433.966 432.558 
19360 Ce 84.9457 79.4036 
19360 Sn 317.969 321.979 
19360 Bi1 915.903 934.021 
19360 Bi2 440.413 435.072 
19361 Sn 321.134 361.5 
19361 Bi1 924.755 941.464 
19361 Bi2 439.315 439.737 
19362 Sn 322.673 319.033 
19362 Bi1 926.848 950.068 
19362 Bi2 444.108 441.088 
19363 Bi1 923.7 946.056 
19363 Bi2 485.251 441.596 
19364 Bi1 938.008 943.973 
19364 Bi2 440.877 437.443 
19368 In 121.473 129.585 
19369 In 131.737 118.32 
19370 In 123.524 129.174 
19371 In 131.618 122.275 
19372 In 123.836 130.641 
19373 In 131.685 123.776 
19374 In 126.87 129.133 
