19825 In 119.752 130.045 
19826 In 123.071 127.07 
19827 In 122.473 128.441 
19828 In 123.489 129.102 
19829 In 123.081 129.4 
19830 In 123.307 129.175 
19831 In 123.842 128.71 
19832 In 122.539 130.411 
19833 In 120.774 127.897 
19834 In 120.687 125.16 
19843 In 127.451 117.161 
19844 In 124.481 116.125 
19845 In 123.763 116.311 
19846 In 123.54 113.902 
19847 In 124.421 113.746 
19848 In 125.055 113.529 
19849 In 120.425 115.396 
19853 Ce 81.4574 79.1362 
19854 Ce 80.1513 78.2019 
19855 Ce 81.5692 77.958 
19855 Sn 315.709 321.085 
19856 Ce 80.0027 77.8688 
19856 Sn 319.995 314.443 
19857 Ce 81.572 80.0467 
19857 Sn 318.92 318.393 
19857 Bi1 913.374 938.612 
19857 Bi2 439.704 447.923 
19858 Ce 82.1944 81.2215 
19858 Sn 316.069 320.21 
19858 Bi1 908.425 918.616 
19858 Bi2 432.253 437.834 
19859 Ce 0.218069 81.3939 
19859 Sn 321.222 323.406 
19859 Bi1 909.93 922.361 
19859 Bi2 435.647 437.089 
19860 Sn 320.564 324.818 
19860 Bi1 914.042 926.934 
19860 Bi2 438.499 438.742 
19861 Sn 326.521 320.43 
19861 Bi1 916.112 934.109 
19861 Bi2 440.623 445.419 
19862 Bi1 918.153 932.969 
19862 Bi2 440.387 441.358 
19863 Bi1 934.078 925.408 
19863 Bi2 444.497 435.548 
