17233 80.5 71.863 48.9049 115.625 48.3871 101.869 3.93548 129.416 123.491
17234 80.5 73.6908 49.0032 117.959 48.7764 102.084 3.5446 124.154 117.351
17235 80.5 76.8211 47.5692 115.406 48.2051 101.11 3.53755 125.536 113.016
17235 317.8 332.524 203.91 491.178 256.178 361.103 1.58613 463.16 426.721
17236 80.5 76.2369 46.5755 116.905 47.3647 101.301 3.54388 123.467 113.384
17236 317.8 332.196 205.108 496.112 238.915 356.383 1.74453 445.891 411.717
17237 80.5 77.4789 48.2516 114.172 48.8112 100.937 3.55132 127.458 114.4
17237 317.8 325.661 206.34 493.188 224.758 358.742 1.58465 458.471 409.583
17237 926.0 1023.47 613.405 1461.37 814.888 966.862 3.52499 1316.06 1231.1
17238 80.5 76.475 47.3582 110.541 48.5206 103.333 3.52088 128.633 118.813
17238 317.8 320.396 209.249 499.339 210.819 349.559 0.903022 443.621 399.652
17238 926.0 1004.48 614.159 1450.25 740.74 1003.01 3.55395 1273.98 1179.26
17239 80.5 78.1479 49.6828 109.023 48.7226 104.383 3.50356 129.177 121.441
17239 317.8 327.799 218.796 512.799 208.125 349.693 1.56759 457.973 397.507
17239 926.0 999.635 622.382 1454.06 688.442 1014.44 3.53456 1294.34 1150.6
17240 317.8 328.45 222.27 512.145 205.935 341.091 1.66209 461.691 402.398
17240 926.0 988.528 637.403 1479.5 642.944 992.942 3.56201 1298.21 1129.29
17241 317.8 337.645 227.378 502.761 208.802 342.783 3.5554 461.777 405.401
17241 926.0 976.378 649.271 1526.42 623.925 983.659 3.54508 1309.71 1128.36
17242 926.0 993.681 662.933 1547.16 612.519 960.715 -2.41945 1318.27 1126.87
17243 926.0 1001.81 693.52 1536.11 617.705 939.194 3.55093 1318.05 1140.39
17245 80.5 73.4582 44.9396 107.9 46.4877 105.868 3.51597 129.167 118.03
17245 317.8 330.939 215.201 506.49 215.995 352.572 1.59561 448.272 396.062
17245 926.0 1010.47 639.869 1419.35 763.635 1021.61 1.40531 1306.56 1149.88
17246 80.5 76.0888 49.2806 108.178 48.1216 103.082 3.52222 130.159 121.47
17246 317.8 329.069 216.724 507.767 208.932 351.347 1.62847 461.4 402.185
17246 926.0 997.413 643.161 1418.19 715.08 998.12 1.75309 1306.5 1139.42
17247 80.5 75.5656 48.6124 110.211 49.3026 102.659 3.53527 126.953 117.568
17247 317.8 329.486 216.081 508.512 211.243 346.43 3.87527 452.77 396.098
17247 926.0 1002.93 617.325 1441.58 717.228 1008.78 1.77364 1289.71 1167.2
17248 80.5 76.5061 47.7772 115.404 49.7261 102.685 3.54349 125.028 114.402
17248 317.8 322.589 207.799 504.102 223.092 357.331 1.5966 461.122 402.027
17248 926.0 1011.67 614.269 1463.14 782.748 991.201 3.52612 1305.26 1203.61
17249 80.5 74.7488 45.8725 112.249 45.0755 102.449 1.17148 126.857 116.569
17249 317.8 323.501 210.071 490.763 212.495 351.928 3.52663 453.435 401.188
17249 926.0 1008.79 631.582 1416.03 799.857 1032.89 2.74814 1321.52 1130.74
