18617 Ce 76.2906 78.1407
18618 Ce 78.9605 79.0381
18619 Ce 78.8592 79.128
18619 Sn 310.13 314.317
18620 Ce 78.7132 78.555
18620 Sn 312.564 314.752
18621 Ce 78.8119 78.9639
18621 Sn 313.193 315.508
18622 Ce 78.8054 79.4569
18622 Sn 311.722 315.559
18622 Bi1 918.925 920.015
18622 Bi2 432.415 434.697
18623 Ce 78.6576 78.4223
18623 Sn 312.817 314.54
18623 Bi1 919.562 920.744
18623 Bi2 432.46 433.385
18624 Sn 313.418 314.883
18624 Bi1 919.643 921.242
18624 Bi2 433.706 433.145
18625 Sn 311.334 314.404
18625 Bi1 919.732 921.944
18625 Bi2 432.306 434.838
18626 Bi1 919.366 922.133
18626 Bi2 433.222 432.115
18627 Bi1 920.514 921.227
18627 Bi2 432.471 434.238
18631 In 115.366 125.215
18632 In 116.644 126.666
18633 In 116.811 126.097
18634 In 124.09 118.97
18635 In 116.533 126.181
18636 In 123.916 118.785
18637 In 115.903 125.857
