17233 Ce 59.5436 90.4225 107.513 51.2991 82.455 0.617267 83.3072 75.9283 
17234 Ce 66.2668 96.4981 107.513 60.6344 92.5509 0 72.8493 91.5893 
17235 Ce 79.329 91.1741 96.6506 76.1682 94.587 0 78.0276 96.7906 
17235 Sn 228.954 359.66 379.732 194.821 287.809 0 309.629 290.157 
17236 Ce 89.6247 72.5203 78.2875 91.6157 85.734 0 85.2483 88.3135 
17236 Sn 257.327 388.376 399.854 234.131 339.534 0.790006 272.448 357.449 
17237 Ce 95.3176 58.9662 66.9221 104.669 75.6329 0 98.4421 80.167 
17237 Sn 299.538 371.053 370.006 277.154 350.072 0 289.754 373.912 
17237 Bi1 635.368 1102.08 929.487 540.329 737.805 0 879.028 907.791 
17237 Bi2 310.399 534.912 455.884 257.386 363.712 0 438.131 452.439 
17238 Ce 76.8698 53.4902 53.6775 120.928 68.801 1.4369 100.258 72.359 
17238 Sn 309.893 279.649 318.023 349.322 338.94 1.2347 301.929 327.984 
17238 Bi1 720.244 1074.04 1186.18 655.941 985.254 0 795.775 971.144 
17238 Bi2 351.68 521.832 587.161 317.323 487.288 0 395.706 483.875 
17239 Ce 49.6507 45.1061 49.7681 134.467 66.6733 1.36535 87.1531 70.6548 
17239 Sn 325.222 243.5 278.36 426.271 312.68 0.952938 341.91 293.438 
17239 Bi1 799.942 992.179 1161.32 793.608 1103.46 0 825.388 1000.86 
17239 Bi2 391.148 480.745 574.172 387.119 547.008 0 410.426 497.99 
17240 Sn 291.101 212.415 225.899 483.682 267.048 0 353.305 277.548 
17240 Bi1 833.921 844.943 997.776 1000.23 1038.98 1.09079 853.774 973.007 
17240 Bi2 409.186 404.779 490.619 491.471 515.759 -591.304 425.628 483.354 
17241 Sn 213.168 177.366 200.343 488.344 254.003 0 337.83 262.583 
17241 Bi1 951.749 732.919 838.775 1163.27 923.283 0.820738 972.224 843.396 
17241 Bi2 468.428 346.117 409.808 575.15 458.397 -738.753 485.921 419.398 
17242 Bi1 892.398 643.143 685.284 1338.48 800.039 0.745918 1031.43 815.98 
17242 Bi2 440.584 302.153 331.134 663.176 394.45 -814.259 515.161 404.47 
17243 Bi1 664.942 517.903 581.935 1366.26 741.728 2.45155 1020.27 750.708 
17243 Bi2 323.847 234.241 278.369 676.429 364.315 -859.197 508.213 371.569 
17245 Ce 79.8138 54.7847 55.309 120.27 68.9902 1.59569 99.0818 72.7568 
17245 Sn 288.73 283.196 345.628 355.16 363.316 0 295.439 332.016 
17245 Bi1 701.178 804.435 1417.78 614.371 1159.69 0 878.123 750.149 
17245 Bi2 342.71 382.501 701.092 296.124 577.301 0 437.191 372.493 
17246 Ce 59.1496 49.0627 52.2293 131.241 65.628 1.50716 90.7418 70.5768 
17246 Sn 305.188 252.206 317.271 411.493 344.493 0.710036 309.702 292.207 
17246 Bi1 737.284 787.56 1444.25 726.337 1285.07 0 857.852 792.269 
17246 Bi2 360.15 375.554 711.674 352.425 639.5 0 428.13 393.411 
17247 Ce 65.2685 49.4171 52.3196 127.877 66.4254 1.54155 94.1153 70.1954 
17247 Sn 316.626 259.28 311.525 380.846 336.272 0 308.883 301.526 
17247 Bi1 747.678 1027.25 1229.18 701.082 1068.63 0.835521 802.252 948.494 
17247 Bi2 365.499 497.944 605.355 339.37 530.015 -150.57 398.265 471.935 
17248 Ce 92.8852 53.0803 58.8407 108.84 71.1255 0 102.627 77.0517 
17248 Sn 311.545 346.426 341.362 298.386 343.538 0.7768 310.299 366.139 
17248 Bi1 665.73 1174.51 1052.47 603.634 793.543 0.741859 853.994 977.601 
17248 Bi2 324.114 573.242 518.885 289.924 391.305 -404.708 425.668 485.568 
17249 Ce 86.3767 54.6879 61.7473 112.358 73.5848 0 97.9542 76.8142 
17249 Sn 282.274 317.534 373.833 320.249 375.416 1.33347 295.081 339.584 
17249 Bi1 676.454 764.531 1383.37 557.855 1044.78 0.373362 928.179 634.436 
17249 Bi2 328.985 362.629 684.77 266.377 518.015 -324.523 460.742 313.409 
