18745 Ce 77.1621 79.4003
18746 Ce 78.0116 79.7923
18747 Ce 78.4391 79.782
18747 Sn 311.027 315.673
18748 Ce 78.7351 80.4506
18748 Sn 312.585 315.07
18749 Ce 77.9309 79.3965
18749 Sn 313.356 315.753
18749 Bi1 919.77 921.843
18749 Bi2 431.943 437.227
18750 Ce 79.1292 79.7405
18750 Sn 312.286 317.546
18750 Bi1 918.612 922.878
18750 Bi2 434.463 437.74
18751 Ce 76.7058 78.8624
18751 Sn 313.56 316.187
18751 Bi1 918.522 923.851
18751 Bi2 431.255 436.524
18752 Sn 312.213 315.151
18752 Bi1 920.657 922.865
18752 Bi2 432.595 437.255
18753 Sn 312.445 313.984
18753 Bi1 920.664 924.061
18753 Bi2 436.043 437.131
18754 Bi1 920.467 922.401
18754 Bi2 433.998 437.549
18755 Bi1 918.524 921.935
18755 Bi2 433.582 436.046
18759 In 114.489 130.212
18760 In 123.731 119.12
18761 In 116.789 126.731
18762 In 124.024 119.776
18763 In 116.45 127.521
18764 In 123.638 119.864
18765 In 114.875 126.625
