5	0.1031624692	0.1441280359
15	-0.03194746726	0.05038369303
25	-0.05570416074	0.0227126372
35	-0.03929024005	0.0152841815
45	-0.02997509322	0.01123435092
55	-0.01551431724	0.008580936938
65	-0.04440950709	0.006707747609
75	-0.02523595698	0.005730750436
85	-0.03459066175	0.005289201099
95	-0.03534200169	0.005030357669
105	-0.03674827675	0.004865701843
115	-0.03464791869	0.004748226775
125	-0.03405701266	0.004620856304
135	-0.03668679861	0.004544429413
145	-0.034593694	0.0044446902
155	-0.03433019788	0.004394314968
165	-0.04211756811	0.004321852924
175	-0.04906100229	0.00428072689
185	-0.04408543317	0.004234843057
195	-0.04125349799	0.004214508035
205	-0.03671565665	0.00417911392
215	-0.04336706042	0.004188327521
225	-0.04760126157	0.004135517663
235	-0.0459855636	0.004140910625
245	-0.04749878051	0.0041377569
255	-0.04869880653	0.004153328571
265	-0.0391334289	0.004141559417
275	-0.04778353331	0.00414123689
285	-0.0475026819	0.004172930821
295	-0.04116180771	0.004161765615
305	-0.045543922	0.004183076789
315	-0.04498304515	0.004220612733
325	-0.04086746242	0.004222804497
335	-0.05370345251	0.004262439925
345	-0.05038123286	0.004291732203
355	-0.04762716255	0.004335880037
365	-0.05668093088	0.00437644492
375	-0.05399513256	0.004425318778
385	-0.05319473767	0.00445795307
395	-0.04834805372	0.004529868211
405	-0.05148365237	0.004565751774
415	-0.04721637426	0.004654095195
425	-0.05468570832	0.00470973117
435	-0.05265340131	0.004779032411
445	-0.05604899519	0.004873366691
455	-0.05283229484	0.004959436828
465	-0.05004874113	0.005059640809
475	-0.04741105142	0.00516767079
485	-0.04707279389	0.005276787677
495	-0.0469289398	0.005405416378
505	-0.04397213364	0.005519410336
515	-0.05515478812	0.005670099446
525	-0.0511516886	0.005845418825
535	-0.05801041707	0.006007570226
545	-0.06380699185	0.006206819738
555	-0.04510140098	0.006370977873
565	-0.04508242789	0.006670625389
575	-0.05742477303	0.006823558213
585	-0.04307746214	0.007131289451
595	-0.05368215321	0.007426857941
605	-0.06478469931	0.007771954794
615	-0.05744054321	0.008139855341
625	-0.04418961991	0.008652554937
635	-0.05939234161	0.009026678738
645	-0.04028995472	0.009704034886
655	-0.05919360894	0.01027666577
665	-0.04853146246	0.0109434873
675	-0.0630173185	0.01201125691
685	-0.06229173356	0.01293245932
695	-0.05890686804	0.01430741692
705	-0.05752143486	0.01592263891
715	-0.06624443183	0.01779916373
725	-0.0600854806	0.02054922355
735	-0.02636944773	0.02383455121
745	-0.07468017887	0.03052833291
755	-0.06663114908	0.04004411095
765	-0.02000800641	0.05252083582
775	0.05506258138	0.08899461303
785	0.1715728753	0.2602031485
795	-nan	-nan
805	-nan	-nan
815	-nan	-nan
825	-nan	-nan
835	-nan	-nan
845	-nan	-nan
855	-nan	-nan
865	-nan	-nan
875	-nan	-nan
885	-nan	-nan
895	-nan	-nan
905	-nan	-nan
915	-nan	-nan
925	-nan	-nan
935	-nan	-nan
945	-nan	-nan
955	-nan	-nan
965	-nan	-nan
975	-nan	-nan
985	-nan	-nan
995	-nan	-nan
