5	-nan	-nan
15	-nan	-nan
25	-0.03280831012	0.003574764153
35	-0.02257844978	0.002279896464
45	-0.02615157508	0.001697000722
55	-0.02787345061	0.001257845665
65	-0.02858661581	0.0009730380691
75	-0.03000703126	0.0008110220272
85	-0.03062164788	0.0007446508925
95	-0.03268525893	0.0007054596851
105	-0.03442300431	0.0006803732175
115	-0.03350343673	0.0006609627229
125	-0.03460764464	0.000645622078
135	-0.03662832411	0.0006325280575
145	-0.03671726121	0.0006212995813
155	-0.03811060451	0.0006118982252
165	-0.03826937865	0.0006038511067
175	-0.03931853572	0.0005977018896
185	-0.03980256761	0.0005923886564
195	-0.04076064632	0.0005880845971
205	-0.040632909	0.0005846633889
215	-0.04230615446	0.0005817363907
225	-0.04380410832	0.0005800318907
235	-0.04283012797	0.0005791193839
245	-0.04390312025	0.0005784349367
255	-0.04328161958	0.0005782337595
265	-0.04461283831	0.0005792040688
275	-0.04438942402	0.0005803741796
285	-0.04513589156	0.0005821517777
295	-0.04542581173	0.0005843377096
305	-0.04744083532	0.0005868861262
315	-0.04641837416	0.0005902787831
325	-0.04674524784	0.0005936946433
335	-0.04708781139	0.0005981665801
345	-0.04738040725	0.0006029753089
355	-0.0490290284	0.0006083251401
365	-0.04871002929	0.0006139074093
375	-0.04865641826	0.0006205564505
385	-0.0493335366	0.0006279099862
395	-0.05069295484	0.0006349587465
405	-0.05009469758	0.0006435160443
415	-0.04985737496	0.0006524028535
425	-0.05149675997	0.0006623698546
435	-0.04968716114	0.0006730997924
445	-0.05107023797	0.0006852250779
455	-0.05039590918	0.0006971791918
465	-0.05238767174	0.0007105356469
475	-0.05285434906	0.0007258200557
485	-0.05178639363	0.0007417138583
495	-0.05325654127	0.000758162548
505	-0.05316866678	0.0007771550986
515	-0.05187536047	0.0007969353738
525	-0.05299697938	0.0008193379302
535	-0.05381623083	0.0008432680804
545	-0.05399474217	0.0008694519523
555	-0.05435185415	0.0008976732412
565	-0.05369089821	0.0009284227182
575	-0.05413993387	0.0009623479853
585	-0.05305948192	0.001000275923
595	-0.05469430632	0.001042625403
605	-0.05368998457	0.001090459149
615	-0.05259798973	0.001140979586
625	-0.05556645367	0.001198622462
635	-0.05527473223	0.001263260421
645	-0.0557284295	0.001338504728
655	-0.05622206928	0.001420930026
665	-0.05737599031	0.001514761261
675	-0.05251795957	0.001628359609
685	-0.05901709552	0.001757760427
695	-0.0603195262	0.001905464513
705	-0.05532954954	0.002077981062
715	-0.05536975356	0.002291170463
725	-0.05640076159	0.002541322543
735	-0.05590592289	0.002843556927
745	-0.05708545375	0.003218516067
755	-0.05560869802	0.003669056824
765	-0.06096396287	0.004233038237
775	-0.06186667521	0.004947603058
785	-0.06495577403	0.005845408147
795	-0.06089003315	0.006987455411
805	-0.0667145471	0.008480366436
815	-0.06507317072	0.01048212799
825	-0.05301117273	0.01299989034
835	-0.07493985318	0.01654632001
845	-0.06448508093	0.02078015582
855	-0.05856219934	0.02760998527
865	-0.05928172763	0.03769966538
875	-0.07778006127	0.04912265739
885	-0.0364118481	0.0674200455
895	0.01786284073	0.09084380551
905	0	0.1361761949
915	0.02943725152	0.1992186522
925	0.5194938533	0.2548914158
935	-0.1715728753	0.4539391596
945	1	-nan
955	-nan	-nan
965	-nan	-nan
975	-nan	-nan
985	-nan	-nan
995	-nan	-nan
